"Particle.ID","Class","Area..ABD.","Area..Filled.","Aspect.Ratio","Calibration.Factor","Calibration.Image","Camera","Capture.X","Capture.Y","Circle.Fit","Circularity","Circularity..Hu.","Compactness","Convex.Perimeter","Convexity","Date","Diameter..ABD.","Diameter..ESD.","Diameter..FD.","Edge.Gradient","Elapsed.Time","Elongation","Feret.Angle.Max","Feret.Angle.Min","Fiber.Curl","Fiber.Straightness","Filter.Score","Geodesic.Aspect.Ratio","Geodesic.Length","Geodesic.Thickness","Image.File","Image.Height","Image.Width","Image.X","Image.Y","Intensity","Length","Original.Reference.ID","Particles.Per.Chain","Perimeter","Roughness","Sigma.Intensity","Source.Image","Sphere.Complement","Sphere.Count","Sphere.Unknown","Sphere.Volume","Sum.Intensity","Symmetry","Time","Timestamp","Transparency","Volume..ABD.","Volume..ESD.","Width","Genus","Family","Order","Nauplius","Group","Zooplankton","Partial","Final_ID","Check"
11,"Copepoda",99414.4962,99414.4962,0.3486,9.47,1,1,661,1556,0,0.3327,0.5397,3.0058,1783.4444,0.8162,"2025-10-23",355.7787,546.8925,355.7787,156.9184,217.375,7.3063,25,-70,0.1926,0.8385,0,0.1369,954.3441,130.62,"20240514_Erie_WNS096_2mm_Rep4_000009.tif",57,89,284,1345,81.0209,800.215,"545FC27C-495E-4665-8D89-5BBDBB001AF4",1,2169.9283,1.2167,64.3268,1938,0,0,0,0,112619,0.4064,"7:32:59","2025-10-23T07:32:59.817",0.3495,23600000,85600000,241.485,,,,"No","Copepod","Yes",,,0
12,"Copepoda",115577.2634,115577.2634,0.4254,9.47,1,1,708,1556,0,0.3281,0.5457,3.0474,1875.22,0.7095,"2025-10-23",383.6112,577.67,383.6112,169.0732,249.547,7.4394,5,-90,0.3029,0.7675,0,0.1344,1030.2773,138.4892,"20240514_Erie_WNS096_2mm_Rep4_000011.tif",48,97,540,137,73.0685,790.745,"EDD45541-F807-45A9-A834-11678B46E310",1,2337.5331,1.2465,64.0856,2225,0,0,0,0,116252,0.1337,"7:33:31","2025-10-23T07:33:31.990",0.3359,29600000,1.01e+08,317.245,,,,"No","Copepod","Yes",,,0
13,"Copepoda",282699.2608,282699.2608,0.2988,9.47,1,1,382,759,0,0.3482,0.4738,2.8721,2878.5126,0.8392,"2025-10-23",599.9532,897.0192,599.9532,59.202,294.5,6.8777,-15,75,0.1638,0.8592,0,0.1454,1493.4344,217.1412,"20240514_Erie_WNS096_2mm_Rep4_000012.tif",60,145,817,1557,83.9168,1283.185,"3354BD2B-12CE-406F-A560-9CFEDC5686D0",1,3421.1511,1.1885,65.4399,2626,0,0,0,0,303443,0.3599,"7:34:16","2025-10-23T07:34:16.946",0.3312,1.13e+08,3.78e+08,383.535,,,,"No","Copepod","Yes",,,0
14,"Copepoda",121476.7563,121476.7563,0.7181,9.47,1,1,977,803,0.5338,0.4946,0.8603,2.022,1547.7626,0.8626,"2025-10-23",393.2798,473.7633,393.2798,70.5647,333.625,4.1089,-90,-45,0.4635,0.6833,0,0.2434,783.0474,190.5747,"20240514_Erie_WNS096_2mm_Rep4_000014.tif",71,64,775,512,101.3786,535.055,"93569794-902F-410F-B638-0BC68D1B1903",1,1947.2441,1.2581,69.9209,2975,0,0,0,0,168694,0.4829,"7:34:56","2025-10-23T07:34:56.072",0.1699,31800000,55700000,355.125,,,,"No","Copepod","Yes",,,0
1,"Nauplius",25446.2452,25446.2452,0.7943,9.47,1,1,918,1616,0.6838,0.6117,0.9107,1.6349,717.1034,0.9634,"2025-10-23",179.9977,209.1289,179.9977,134.3659,259.968,2.7759,-85,-10,0.3612,0.7347,0,0.3602,328.6978,118.4112,"20240514_Erie_WNS096_2mm_Rep4_000011.tif",39,33,746,628,102.576,241.485,"EB7D2E2D-7E00-4F9F-8979-21DC22EA2B13",1,894.218,1.247,60.2682,2318,0,0,0,0,44518,0.5709,"7:33:42","2025-10-23T07:33:42.417",0.1393,3050000,4790000,165.725,,,,"Yes","Copepod","Yes",,,0
2,"Nauplius",25518.7683,25518.7683,0.7074,9.47,1,1,346,358,0.6519,0.6635,0.8952,1.5072,719.7588,0.971,"2025-10-23",180.254,209.3921,180.254,119.275,57.062,2.3004,40,-50,0.11,0.9009,0,0.4347,299.5702,130.2239,"20240514_Erie_WNS096_2mm_Rep4_000003.tif",36,34,938,174,83.9425,269.895,"E14FED9C-A832-4C8B-81B7-E2A4C8D81832",1,859.5881,1.1943,50.937,508,0,0,0,0,36515,0.677,"7:30:19","2025-10-23T07:30:19.504",0.1392,3070000,4810000,165.725,,,,"Yes","Copepod","Yes",,,0
3,"Nauplius",26390.5633,26390.5633,0.7883,9.47,1,1,759,349,0.7772,0.7772,0.95,1.2866,695.0999,0.9868,"2025-10-23",183.3071,201.764,183.3071,107.6575,56.5,1.227,40,0,0,1.0462,0,0.815,221.7797,180.7531,"20240514_Erie_WNS096_2mm_Rep4_000003.tif",36,33,512,174,106.4653,232.015,"52BE5D49-FEAA-4DEA-B157-4D231B316CEC",1,805.0655,1.1582,58.4122,503,0,0,0,0,47590,0.8089,"7:30:18","2025-10-23T07:30:18.945",0.0915,3230000,4300000,175.195,,,,"Yes","Copepod","Yes",,,0
4,"Nauplius",27557.1776,27557.1776,0.8109,9.47,1,1,157,656,0.7168,0.7225,0.9197,1.3841,730.5414,0.9799,"2025-10-23",187.3149,212.2861,187.3149,152.2703,48.203,1.7897,30,-35,0.1288,0.8859,0,0.5588,272.6,152.3193,"20240514_Erie_WNS096_2mm_Rep4_000002.tif",38,35,166,1373,71.54,241.485,"FF277FDF-E036-40E0-B775-0DDB33846E36",1,849.8387,1.1633,51.1189,429,0,0,0,0,33123,0.5479,"7:30:10","2025-10-23T07:30:10.648",0.1176,3440000,5010000,175.195,,,,"Yes","Copepod","Yes",,,0
5,"Nauplius",27630.2461,27630.2461,0.8705,9.47,1,1,691,1804,0.6975,0.566,0.9129,1.7668,771.1506,0.9027,"2025-10-23",187.5631,224.9125,187.5631,131.6667,40.359,3.2421,85,15,0.4104,0.709,0,0.3084,367.2989,113.2918,"20240514_Erie_WNS096_2mm_Rep4_000002.tif",41,35,239,726,88.0323,260.425,"3DE6CF4B-CA25-490F-A697-CAF81DB908DC",1,961.1813,1.2464,50.8081,359,0,0,0,0,40847,0.5546,"7:30:02","2025-10-23T07:30:02.802",0.1661,3450000,5960000,184.665,,,,"Yes","Copepod","Yes",,,0
6,"Nauplius",27922.6984,27922.6984,0.7294,9.47,1,1,60,1699,0.7048,0.7382,0.9081,1.3546,732.6144,0.9894,"2025-10-23",188.5531,213.3383,188.5531,125.5921,48.312,1.6492,-90,-20,0.0103,0.9899,0,0.6063,263.0946,159.5269,"20240514_Erie_WNS096_2mm_Rep4_000002.tif",42,33,249,1373,56.4167,260.425,"6F44195C-0650-4CAD-9ED3-BE17E598CDAB",1,845.243,1.1537,37.7794,430,0,0,0,0,26403,0.7047,"7:30:10","2025-10-23T07:30:10.759",0.1162,3510000,5080000,165.725,,,,"Yes","Copepod","Yes",,,0
7,"Nauplius",32193.3137,32193.3137,0.6968,9.47,1,1,748,1020,0.6729,0.7073,0.8898,1.4138,799.0464,0.9443,"2025-10-23",202.4594,233.856,202.4594,78.8072,136.437,1.9209,-90,-25,0.0775,0.9281,0,0.5206,301.02,156.7077,"20240514_Erie_WNS096_2mm_Rep4_000006.tif",44,35,894,1423,127.6901,279.365,"201BF05B-4743-4026-9770-8FAC3BA52452",1,915.4554,1.1457,61.2506,1216,0,0,0,0,67165,0.6762,"7:31:38","2025-10-23T07:31:38.875",0.1343,4350000,6700000,184.665,,,,"Yes","Copepod","Yes",,,0
8,"Nauplius",32415.6401,32415.6401,0.7299,9.47,1,1,976,641,0.7211,0.7078,0.9181,1.4128,782.2533,0.9733,"2025-10-23",203.1573,230.4364,203.1573,73.878,351.109,1.9168,55,-35,0.0794,0.9264,0,0.5217,301.5551,157.3218,"20240514_Erie_WNS096_2mm_Rep4_000014.tif",40,36,1032,1427,131.8374,279.365,"4065DE6A-F4A0-4ABF-853F-A959A32C52D1",1,917.7538,1.1732,57.3573,3131,0,0,0,0,69742,0.7271,"7:35:13","2025-10-23T07:35:13.559",0.1184,4390000,6410000,184.665,,,,"Yes","Copepod","Yes",,,0
9,"Nauplius",32638.0989,32638.0989,0.7268,9.47,1,1,429,1818,0.6805,0.6597,0.8992,1.5159,800.3561,0.9646,"2025-10-23",203.8532,234.6458,203.8532,102.1034,272.968,2.3339,75,0,0.1945,0.8372,0,0.4285,333.69,142.9777,"20240514_Erie_WNS096_2mm_Rep4_000012.tif",43,35,565,0,75.7481,279.365,"774955F8-D3D3-4347-837E-3F73DF4A5FF3",1,953.3354,1.1911,47.917,2434,0,0,0,0,40298,0.6452,"7:33:55","2025-10-23T07:33:55.421",0.1312,4440000,6760000,194.135,,,,"Yes","Copepod","Yes",,,0
10,"Nauplius",32934.9144,32934.9144,0.7766,9.47,1,1,883,339,0.7793,0.7121,0.9513,1.4043,771.5285,0.979,"2025-10-23",204.778,225.7014,204.778,116.381,287.437,1.8796,5,-90,0.1542,0.8664,0,0.532,300.5817,159.9198,"20240514_Erie_WNS096_2mm_Rep4_000012.tif",34,41,514,1319,100.916,260.425,"F581DA4F-2D32-4456-8EF5-255D8D9C9CFE",1,921.003,1.1937,62.6024,2563,0,0,0,0,54091,0.7787,"7:34:09","2025-10-23T07:34:09.884",0.0927,4500000,6020000,184.665,,,,"Yes","Copepod","Yes",,,0
11,"Nauplius",33306.2577,33306.2577,0.7419,9.47,1,1,859,1026,0.708,0.7508,0.9262,1.3318,790.1815,1,"2025-10-23",205.9292,232.8039,205.9292,71.0127,368.265,1.5308,75,10,0,1.0598,0,0.6532,272.5295,178.0261,"20240514_Erie_WNS096_2mm_Rep4_000015.tif",44,35,1035,619,128.6543,288.835,"B3F8A8B4-93E2-439E-B7CB-346E0072FA27",1,901.1112,1.1404,60.9241,3284,0,0,0,0,69602,0.7174,"7:35:30","2025-10-23T07:35:30.711",0.1154,4570000,6610000,184.665,,,,"Yes","Copepod","Yes",,,0
12,"Nauplius",38690.7421,38690.7421,0.7709,9.47,1,1,741,1523,0.5616,0.5612,0.8234,1.7817,923.7114,0.8852,"2025-10-23",221.9518,275.1565,221.9518,155.099,129.25,3.2939,70,-45,0.4265,0.701,0,0.3036,425.5375,129.1881,"20240514_Erie_WNS096_2mm_Rep4_000006.tif",45,44,833,1041,86.8744,298.305,"6A108763-626D-4365-99F0-F279CABFA2F8",1,1109.4512,1.2011,64.6417,1152,0,0,0,0,53254,0.4872,"7:31:31","2025-10-23T07:31:31.701",0.1934,5720000,10900000,241.485,,,,"Yes","Copepod","Yes",,,0
13,"Nauplius",39217.6782,39217.6782,0.8017,9.47,1,1,651,159,0.5781,0.5911,0.8517,1.6919,913.6694,0.9005,"2025-10-23",223.458,271.9992,223.458,129.433,129.14,2.9795,70,10,0.3225,0.7562,0,0.3356,407.0247,136.6064,"20240514_Erie_WNS096_2mm_Rep4_000006.tif",45,41,689,1041,77.2903,307.775,"D9364FB3-BDE4-4168-BE53-A90EBAD86182",1,1087.2621,1.19,57.0467,1151,0,0,0,0,47920,0.4624,"7:31:31","2025-10-23T07:31:31.589",0.1785,5840000,10500000,241.485,,,,"Yes","Copepod","Yes",,,0
14,"Nauplius",54095.7541,54095.7541,0.7673,9.47,1,1,288,195,0.6265,0.5414,0.897,1.8471,1025.1625,0.8961,"2025-10-23",262.444,308.0383,262.444,118.2069,277.578,3.5186,-45,40,0.4671,0.6816,0,0.2842,507.1202,144.1274,"20240514_Erie_WNS096_2mm_Rep4_000012.tif",45,48,53,726,64.6613,345.655,"83B2417A-18DD-4542-882C-96394FA160DE",1,1302.4953,1.2705,46.1653,2475,0,0,0,0,52699,0.5149,"7:34:00","2025-10-23T07:34:00.017",0.148,9460000,15300000,260.425,,,,"Yes","Copepod","Yes",,,0
1,"Cladocera",20210.4435,20210.4435,0.4398,9.47,1,1,941,1459,0.4103,0.4844,0.6903,2.0642,706.9885,0.9757,"2025-10-23",160.4143,205.446,160.4143,146.2209,278.812,4.2497,0,-85,0.3277,0.7532,0,0.2353,370.9221,87.282,"20240514_Erie_WNS096_2mm_Rep4_000012.tif",26,44,1099,726,112.6537,279.365,"667CEBA1-B1E3-4084-9EAA-1A4C2BD1C3A9",1,916.4081,1.2962,65.8313,2486,0,0,0,0,40668,0.5055,"7:34:01","2025-10-23T07:34:01.250",0.2192,2160000,4540000,99.435,,,,"No","Cladoceran","Yes",,,0
2,"Cladocera",20423.1321,20423.1321,0.5162,9.47,1,1,682,1707,0.4931,0.5411,0.7664,1.848,692.2068,0.9785,"2025-10-23",161.2561,200.4486,161.2561,155.939,279.359,3.5218,20,-90,0.2563,0.796,0,0.2839,339.065,96.2761,"20240514_Erie_WNS096_2mm_Rep4_000012.tif",26,41,293,937,91.5714,269.895,"454BD627-551F-4E0D-A040-C1A4949234B0",1,870.6822,1.2578,60.4812,2491,0,0,0,0,33332,0.3991,"7:34:01","2025-10-23T07:34:01.811",0.1955,2200000,4220000,108.905,,,,"No","Cladoceran","Yes",,,0
3,"Cladocera",20565.0535,20565.0535,0.4713,9.47,1,1,868,1134,0.4685,0.5234,0.7254,1.9106,709.9583,0.9445,"2025-10-23",161.8154,207.2879,161.8154,116.3846,93.047,3.7344,35,-35,0.2972,0.7709,0,0.2678,350.1076,93.7518,"20240514_Erie_WNS096_2mm_Rep4_000004.tif",40,34,314,1014,123.9262,269.895,"3BF9B047-9BAB-4AA5-BF5C-CDD60DC3BACE",1,887.7187,1.2504,68.0758,829,0,0,0,0,45357,0.4896,"7:30:55","2025-10-23T07:30:55.490",0.2194,2220000,4660000,108.905,,,,"No","Cladoceran","Yes",,,0
4,"Cladocera",20991.4271,20991.4271,0.3787,9.47,1,1,973,1762,0.3894,0.6294,0.6458,1.5889,735.5027,1,"2025-10-23",163.4843,214.6536,163.4843,163.4,190.015,2.6083,-80,15,0,1.0755,0,0.3834,294.9857,113.0946,"20240514_Erie_WNS096_2mm_Rep4_000008.tif",46,27,260,1448,84.6344,317.245,"9F5782FE-9695-4929-A9A2-0236E69ED955",1,816.1606,1.1097,55.0663,1694,0,0,0,0,31484,0.7064,"7:32:32","2025-10-23T07:32:32.462",0.2384,2290000,5180000,99.435,,,,"No","Cladoceran","Yes",,,0
5,"Cladocera",21775.4272,21775.4272,0.4173,9.47,1,1,168,632,0.3418,0.4219,0.632,2.3704,803.0958,0.8549,"2025-10-23",166.5093,236.2235,166.5093,131.5843,6.828,5.2567,60,-40,0.3394,0.7466,0,0.1902,424.9169,80.8341,"20240514_Erie_WNS096_2mm_Rep4_000001.tif",43,39,544,122,90.9556,317.245,"DE16A8CD-DBE6-4B1B-9990-3249FD08685D",1,1011.5021,1.2595,53.6581,60,0,0,0,0,34836,0.3884,"7:29:29","2025-10-23T07:29:29.280",0.2951,2420000,6900000,108.905,,,,"No","Cladoceran","Yes",,,0
6,"Cladocera",21775.4272,21775.4272,0.4413,9.47,1,1,891,25,0.5016,0.6136,0.7119,1.6299,716.2019,0.9783,"2025-10-23",166.5093,207.5511,166.5093,112.4583,7.5,2.7577,25,-55,0.1017,0.9077,0,0.3626,307.7696,111.6023,"20240514_Erie_WNS096_2mm_Rep4_000001.tif",36,39,1044,122,85.3681,279.365,"D9F9D6C1-3558-432B-AEA6-3ABEFE34975F",1,838.7437,1.1711,47.1179,66,0,0,0,0,32696,0.8329,"7:29:29","2025-10-23T07:29:29.953",0.1977,2420000,4680000,108.905,,,,"No","Cladoceran","Yes",,,0
7,"Cladocera",21775.4272,21775.4272,0.4907,9.47,1,1,366,367,0.4478,0.5855,0.7212,1.7081,732.9723,0.9563,"2025-10-23",166.5093,213.6015,166.5093,171.7532,311.203,3.0368,15,-80,0.0827,0.9236,0,0.3293,322.9669,106.3508,"20240514_Erie_WNS096_2mm_Rep4_000013.tif",31,43,372,1241,84.1201,298.305,"6FC923E8-5AC1-488A-B6B5-36EFD7E63AE8",1,858.6354,1.1714,51.1459,2775,0,0,0,0,32218,0.5036,"7:34:33","2025-10-23T07:34:33.650",0.2205,2420000,5100000,127.845,,,,"No","Cladoceran","Yes",,,0
8,"Cladocera",22204.2885,22204.2885,0.6129,9.47,1,1,486,1824,0.5125,0.4736,0.8236,2.1116,695.0128,0.9511,"2025-10-23",168.1409,201.5008,168.1409,133.0556,384.64,4.4069,-90,-10,0.5624,0.64,0,0.2269,392.0931,88.9734,"20240514_Erie_WNS096_2mm_Rep4_000015.tif",41,29,447,1794,83.509,250.955,"19137428-37C9-4C67-A810-C43A106F0111",1,962.1331,1.3843,44.4979,3430,0,0,0,0,32485,0.4143,"7:35:47","2025-10-23T07:35:47.080",0.1656,2490000,4280000,127.845,,,,"No","Cladoceran","Yes",,,0
9,"Cladocera",22275.8475,22275.8475,0.4404,9.47,1,1,591,523,0.4836,0.6876,0.7195,1.4544,708.945,1,"2025-10-23",168.4117,205.7092,168.4117,115.2917,114.562,2.0908,20,-65,0,1.0331,0,0.4783,270.4221,129.3369,"20240514_Erie_WNS096_2mm_Rep4_000005.tif",31,42,1042,1774,111.1846,279.365,"8C1C8A8D-1F84-4AF0-85C4-2556331F7DE2",1,799.518,1.1278,59.3144,1021,0,0,0,0,43362,0.8081,"7:31:17","2025-10-23T07:31:17.015",0.1813,2500000,4560000,99.435,,,,"No","Cladoceran","Yes",,,0
10,"Cladocera",22419.0351,22419.0351,0.5473,9.47,1,1,863,1063,0.577,0.6364,0.8182,1.5714,693.8404,1,"2025-10-23",168.9521,201.764,168.9521,78.2113,8.859,2.5437,-60,45,0.1483,0.8709,0,0.3931,299.0389,117.5597,"20240514_Erie_WNS096_2mm_Rep4_000001.tif",38,36,865,251,135.3444,260.425,"0A2201AD-5E92-4DA6-9084-0BBEBD386826",1,833.1971,1.2008,64.2123,78,0,0,0,0,53055,0.562,"7:29:31","2025-10-23T07:29:31.299",0.1626,2530000,4300000,108.905,,,,"No","Cladoceran","Yes",,,0
11,"Cladocera",22777.4057,22777.4057,0.4372,9.47,1,1,216,61,0.4541,0.6574,0.7095,1.5211,734.7451,1,"2025-10-23",170.2971,214.6536,170.2971,115.7179,359.515,2.3539,-80,0,0,1.0304,0,0.4248,289.494,122.9847,"20240514_Erie_WNS096_2mm_Rep4_000015.tif",44,26,487,0,54.3955,298.305,"E4715915-F7AA-4774-BD2F-C22143F2CE56",1,824.9573,1.1228,33.4655,3206,0,0,0,0,21595,0.6292,"7:35:21","2025-10-23T07:35:21.967",0.2066,2590000,5180000,108.905,,,,"No","Cladoceran","Yes",,,0
12,"Cladocera",23136.3415,23136.3415,0.4043,9.47,1,1,349,1705,0.437,0.6747,0.688,1.4821,728.9788,1,"2025-10-23",171.6336,212.5485,171.6336,161.3766,154.484,2.2019,-80,0,0,1.0588,0,0.4542,281.7472,127.9577,"20240514_Erie_WNS096_2mm_Rep4_000007.tif",45,25,644,591,73.0597,298.305,"9D3A6C03-4FE3-4742-BE0C-314B9CBCC402",1,819.4097,1.1241,49.7313,1377,0,0,0,0,29370,0.7894,"7:31:56","2025-10-23T07:31:56.924",0.1925,2650000,5030000,99.435,,,,"No","Cladoceran","Yes",,,0
13,"Cladocera",23280.0717,23280.0717,0.491,9.47,1,1,118,744,0.4673,0.6019,0.7437,1.6614,733.9383,0.9495,"2025-10-23",172.1659,213.6015,172.1659,87.1139,25.562,2.8712,80,0,0.1167,0.8955,0,0.3483,322.5319,112.3333,"20240514_Erie_WNS096_2mm_Rep4_000001.tif",44,28,85,1458,98.8515,288.835,"02420D81-E12A-4274-A1A0-303E2FF21C6E",1,869.7305,1.185,51.5745,227,0,0,0,0,39936,0.5161,"7:29:48","2025-10-23T07:29:48.002",0.194,2670000,5100000,127.845,,,,"No","Cladoceran","Yes",,,0
14,"Cladocera",23495.8319,23567.7957,0.6263,9.47,1,1,302,233,0.5882,0.6645,0.8386,1.5049,705.3199,0.9544,"2025-10-23",172.9619,204.3939,173.2266,133.2933,337.218,2.2915,-60,35,0.1119,0.8994,0,0.4364,289.5631,126.3621,"20240514_Erie_WNS096_2mm_Rep4_000014.tif",35,36,533,755,72.9877,260.425,"8532479A-7219-4FB3-AF10-F7885FCFB622",1,831.8505,1.1794,47.8139,3007,0,0,0,0,29706,0.5318,"7:34:59","2025-10-23T07:34:59.659",0.1538,2710000,4470000,156.255,,,,"No","Cladoceran","Yes",,,0
