"Particle.ID","Class","Area..ABD.","Area..Filled.","Aspect.Ratio","Calibration.Factor","Calibration.Image","Camera","Capture.X","Capture.Y","Circle.Fit","Circularity","Circularity..Hu.","Compactness","Convex.Perimeter","Convexity","Date","Diameter..ABD.","Diameter..ESD.","Diameter..FD.","Edge.Gradient","Elapsed.Time","Elongation","Feret.Angle.Max","Feret.Angle.Min","Fiber.Curl","Fiber.Straightness","Filter.Score","Geodesic.Aspect.Ratio","Geodesic.Length","Geodesic.Thickness","Image.File","Image.Height","Image.Width","Image.X","Image.Y","Intensity","Length","Original.Reference.ID","Particles.Per.Chain","Perimeter","Roughness","Sigma.Intensity","Source.Image","Sphere.Complement","Sphere.Count","Sphere.Unknown","Sphere.Volume","Sum.Intensity","Symmetry","Time","Timestamp","Transparency","Volume..ABD.","Volume..ESD.","Width","Genus","Family","Order","Nauplius","Group","Zooplankton","Partial","Final_ID","Check"
1,"Nauplius",21632.6632,21632.6632,0.8432,9.47,1,1,772,1015,0.8486,0.87,0.9761,1.1494,616.943,1,"2025-11-05",165.9625,177.2992,165.9625,81.0159,31.656,1,-75,0,0,1.1593,0,1,175.6301,175.6301,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000001.tif",35,31,353,485,126.5538,203.605,"3724D53D-2284-4962-AA51-42F8B8C35B33",1,702.5206,1.1387,62.0499,250,0,0,0,0,48217,0.7824,"10:13:07","2025-11-05T10:13:07.631",0.0639,2390000,2920000,156.255,,,,"Yes","Copepod","Yes",,,0
2,"Nauplius",21489.9955,21489.9955,0.9258,9.47,1,1,869,986,0.8346,0.7629,0.9734,1.3108,623.0067,1,"2025-11-05",165.4144,178.089,165.4144,95.4925,41.359,1.4076,50,0,0.0743,0.9309,0,0.7104,218.73,155.3928,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000001.tif",33,32,596,593,121.9736,203.605,"0DC9CEB5-052F-4D9A-A12C-DBF10F4C3CD3",1,748.2455,1.201,64.7341,327,0,0,0,0,46228,0.7308,"10:13:17","2025-11-05T10:13:17.341",0.0712,2370000,2960000,165.725,,,,"Yes","Copepod","Yes",,,0
3,"Nauplius",30714.6031,30714.6031,0.8348,9.47,1,1,572,1628,0.6891,0.6853,0.9064,1.4592,780.1992,0.9493,"2025-11-05",197.755,229.3842,197.755,164.8889,47.031,2.1105,15,-30,0.2332,0.8109,0,0.4738,309.4701,146.633,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000001.tif",40,39,236,879,79.5059,250.955,"0342F8D2-3122-4902-95CE-789F98ECFE3A",1,912.2063,1.1692,60.829,372,0,0,0,0,40230,0.548,"10:13:23","2025-11-05T10:13:23.015",0.1379,4050000,6320000,184.665,,,,"Yes","Copepod","Yes",,,0
4,"Nauplius",25663.8735,25663.8735,0.7781,9.47,1,1,236,1467,0.7283,0.7253,0.9333,1.3787,687.5599,0.9754,"2025-11-05",180.7658,198.6067,180.7658,151.1733,54.734,1.7646,-50,60,0.1334,0.8823,0,0.5667,262.9752,149.0276,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000001.tif",33,36,546,1045,78.0046,232.015,"85F71CBC-ADA8-418D-9809-85F621FFC426",1,824.0055,1.1984,55.2959,433,0,0,0,0,34088,0.6403,"10:13:30","2025-11-05T10:13:30.707",0.0898,3090000,4100000,165.725,,,,"Yes","Copepod","Yes",,,0
5,"Nauplius",28361.9057,28361.9057,0.6648,9.47,1,1,206,514,0.5695,0.666,0.8334,1.5014,762.7062,0.948,"2025-11-05",190.0303,223.3339,190.0303,122.3974,75.031,2.2779,-40,55,0.1949,0.8369,0,0.439,311.1744,136.6075,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000001.tif",39,39,740,1382,83.2616,260.425,"91C40E04-B86F-4391-A92C-808F46E63F42",1,895.5637,1.1742,48.3931,594,0,0,0,0,39466,0.4567,"10:13:51","2025-11-05T10:13:51.009",0.1491,3590000,5830000,165.725,,,,"Yes","Copepod","Yes",,,0
6,"Nauplius",27411.0945,27411.0945,0.737,9.47,1,1,933,539,0.6805,0.7799,0.9009,1.2822,719.0022,1,"2025-11-05",186.8178,209.3921,186.8178,112.7867,78.812,1.1819,-85,-15,0,1.0924,0,0.8461,221.0544,187.0258,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000001.tif",39,33,52,1532,103.141,241.485,"CF91E8A1-780C-4415-984F-591C2751D397",1,816.1606,1.1351,61.9268,624,0,0,0,0,47548,0.536,"10:13:54","2025-11-05T10:13:54.792",0.1078,3410000,4810000,165.725,,,,"Yes","Copepod","Yes",,,0
7,"Nauplius",23495.8319,23495.8319,0.8416,9.47,1,1,329,1714,0.7369,0.7379,0.9303,1.3552,674.3369,0.9725,"2025-11-05",172.9619,195.4504,172.9619,148.0714,79.828,1.6524,75,-45,0.1035,0.9062,0,0.6052,245.5882,148.6233,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000001.tif",37,35,383,1532,70.0319,222.545,"C0132C80-00E1-42FD-BE48-D6B9A9930B0E",1,788.423,1.1692,50.5227,632,0,0,0,0,28503,0.6197,"10:13:55","2025-11-05T10:13:55.801",0.1151,2710000,3910000,165.725,,,,"Yes","Copepod","Yes",,,0
8,"Nauplius",31971.1206,31971.1206,0.6635,9.47,1,1,443,77,0.5879,0.6095,0.8294,1.6407,831.394,0.9041,"2025-11-05",201.7595,246.22,201.7595,115.4615,88.016,2.7968,55,0,0.254,0.7975,0,0.3576,362.1847,129.5005,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000001.tif",42,33,194,1702,69.8872,288.835,"A4919945-97F0-451A-AAD3-9F67E7DEA198",1,983.3705,1.1828,46.0194,697,0,0,0,0,36551,0.6537,"10:14:03","2025-11-05T10:14:03.998",0.1806,4300000,7820000,175.195,,,,"Yes","Copepod","Yes",,,0
9,"Nauplius",23280.0717,23280.0717,0.7205,9.47,1,1,905,347,0.721,0.8538,0.9172,1.1713,656.718,1,"2025-11-05",172.1659,190.1889,172.1659,166.3382,121.812,1,-55,65,0,1.219,0,1,182.5643,182.5643,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000002.tif",32,35,1127,398,84.8391,222.545,"03439EB2-0056-4786-B3C8-9A4A7BB1B324",1,730.2573,1.112,60.3485,965,0,0,0,0,34275,0.6484,"10:14:37","2025-11-05T10:14:37.793",0.0948,2670000,3600000,146.785,,,,"Yes","Copepod","Yes",,,0
10,"Nauplius",23711.7882,23711.7882,0.6454,9.47,1,1,302,210,0.6762,0.8481,0.89,1.1791,666.1511,1,"2025-11-05",173.755,192.294,173.755,156.5441,136.828,1,-80,0,0,1.3087,0,1,184.5256,184.5256,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000002.tif",39,28,718,680,58.739,241.485,"E31F2951-3AEE-421E-BB5B-E83FC8974513",1,738.1022,1.108,43.9787,1084,0,0,0,0,24083,0.6885,"10:14:52","2025-11-05T10:14:52.799",0.0964,2750000,3720000,127.845,,,,"Yes","Copepod","Yes",,,0
11,"Nauplius",31083.7058,31083.7058,0.9158,9.47,1,1,396,1702,0.629,0.6563,0.8616,1.5236,804.7511,0.9419,"2025-11-05",198.9397,235.9611,198.9397,153.4167,136.953,2.3633,-75,-40,0.3114,0.7626,0,0.4231,329.0959,139.251,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000002.tif",40,39,916,680,75.6654,250.955,"9323249A-4282-4E12-A709-218E967C2292",1,936.6938,1.164,52.4891,1085,0,0,0,0,38665,0.5332,"10:14:52","2025-11-05T10:14:52.925",0.1569,4120000,6880000,203.605,,,,"Yes","Copepod","Yes",,,0
12,"Nauplius",31453.1955,31453.1955,0.7735,9.47,1,1,451,770,0.7025,0.8139,0.9205,1.2286,750.3763,1,"2025-11-05",200.1186,219.1254,200.1186,82.2368,182.469,1,-20,-90,0,1.1876,0,1,211.3107,211.3107,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000003.tif",34,40,871,0,106.8101,250.955,"FB27FA29-6701-4927-8A8A-8B570E97BC37",1,845.243,1.1264,59.8553,1446,0,0,0,0,55114,0.5467,"10:15:38","2025-11-05T10:15:38.446",0.0867,4200000,5510000,184.665,,,,"Yes","Copepod","Yes",,,0
13,"Nauplius",22705.686,22849.1479,0.943,9.47,1,1,622,389,0.6765,0.6396,0.9009,1.5634,687.0864,0.9256,"2025-11-05",170.0288,199.3965,170.5651,139.3947,231.781,2.5138,30,-90,0.291,0.7746,0,0.3978,299.5394,119.1596,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000003.tif",32,36,894,1317,106.1389,232.015,"7320FA31-F785-4A61-99A4-DF0831E528F3",1,837.398,1.2188,59.752,1837,0,0,0,0,42031,0.3775,"10:16:27","2025-11-05T10:16:27.753",0.1473,2570000,4150000,165.725,,,,"Yes","Copepod","Yes",,,0
14,"Nauplius",28361.9057,28361.9057,0.9133,9.47,1,1,246,1088,0.7787,0.7677,0.9492,1.3026,724.9399,0.9948,"2025-11-05",190.0303,210.181,190.0303,87.1622,234.922,1.3531,-80,-40,0.0777,0.9279,0,0.7391,239.8265,177.2479,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000003.tif",37,36,256,1474,104.7447,222.545,"D3BD609E-5259-4A3B-91AA-AEEC1947BE6C",1,834.1489,1.1506,57.4639,1862,0,0,0,0,49649,0.6384,"10:16:30","2025-11-05T10:16:30.904",0.0959,3590000,4860000,194.135,,,,"Yes","Copepod","Yes",,,0
15,"Nauplius",19362.0655,19362.0655,0.8478,9.47,1,1,219,1017,0.756,0.8417,0.9322,1.1881,615.3758,1,"2025-11-05",157.0113,175.9839,157.0113,79.623,283.344,1,5,-90,0,1.1914,0,1,170.8951,170.8951,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000004.tif",30,35,82,921,111.9398,203.605,"0BEADB41-45E5-4637-BA59-E645C72B1E2A",1,683.5806,1.1108,53.5049,2246,0,0,0,0,39067,0.6506,"10:17:19","2025-11-05T10:17:19.327",0.1078,2030000,2850000,146.785,,,,"Yes","Copepod","Yes",,,0
16,"Nauplius",30788.3924,30788.3924,0.7495,9.47,1,1,905,239,0.656,0.7288,0.8906,1.3721,771.9328,0.9835,"2025-11-05",197.9924,225.1758,197.9924,127.7722,284.859,1.7338,-70,10,0.0781,0.9275,0,0.5768,280.7689,161.9418,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000004.tif",39,36,191,921,92.6844,260.425,"E569BBF3-7051-490B-8047-CE02D0B9BFD5",1,885.4213,1.147,57.8161,2258,0,0,0,0,46991,0.4661,"10:17:20","2025-11-05T10:17:20.840",0.1207,4060000,5980000,175.195,,,,"Yes","Copepod","Yes",,,0
17,"Nauplius",33157.6774,33157.6774,0.9687,9.47,1,1,856,1814,0.7151,0.6154,0.9134,1.625,832.4433,0.9105,"2025-11-05",205.4694,245.9567,205.4694,117.5,284.984,2.7401,-90,60,0.3027,0.7676,0,0.365,363.9373,132.8196,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000004.tif",44,39,229,921,85.961,279.365,"1A827FE1-3B43-45C4-8B2D-7F6482BC6816",1,993.5138,1.1935,52.4237,2259,0,0,0,0,46333,0.6668,"10:17:20","2025-11-05T10:17:20.967",0.1646,4540000,7790000,213.075,,,,"Yes","Copepod","Yes",,,0
18,"Nauplius",20210.4435,20210.4435,0.9269,9.47,1,1,623,966,0.8239,0.8487,0.9673,1.1783,604.9427,1,"2025-11-05",160.4143,172.8275,160.4143,68.5313,358.125,1,-40,-90,0,1.1216,0,1,173.0943,173.0943,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000005.tif",31,32,914,392,135.0388,194.135,"1AAB7510-C8CD-4363-849D-62DDAC5EE1A3",1,692.3773,1.1445,55.1748,2839,0,0,0,0,48749,0.6895,"10:18:34","2025-11-05T10:18:34.104",0.0718,2160000,2700000,156.255,,,,"Yes","Copepod","Yes",,,0
19,"Nauplius",28215.4333,28215.4333,0.6288,9.47,1,1,142,389,0.6574,0.7645,0.8745,1.3081,733.8085,1,"2025-11-05",189.5389,213.3383,189.5389,159.1757,371.75,1.3901,10,-70,0,1.1126,0,0.7194,242.5723,174.5022,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000005.tif",32,41,543,787,55.9025,269.895,"596C5576-E009-4E93-84CE-9F1FBC693A36",1,834.1489,1.1367,43.0107,2947,0,0,0,0,26386,0.7204,"10:18:47","2025-11-05T10:18:47.723",0.1116,3570000,5080000,146.785,,,,"Yes","Copepod","Yes",,,0
20,"Nauplius",27192.1056,27192.1056,0.7938,9.47,1,1,519,1492,0.5695,0.6128,0.8116,1.6318,782.776,0.9105,"2025-11-05",186.0701,230.6996,186.0701,150.5366,431.391,2.7649,-80,5,0.3428,0.7447,0,0.3617,336.9938,121.8831,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000006.tif",40,37,818,537,101.345,250.955,"C9F7B81B-C0F3-4333-910A-D67D177ECB4D",1,917.7538,1.1724,62.0569,3420,0,0,0,0,46416,0.4503,"10:19:47","2025-11-05T10:19:47.369",0.1935,3370000,6430000,203.605,,,,"Yes","Copepod","Yes",,,0
21,"Nauplius",20281.3138,20281.3138,0.634,9.47,1,1,79,1718,0.3849,0.4374,0.6208,2.2863,794.1248,0.7793,"2025-11-05",160.6953,233.5936,160.6953,125.9647,446.531,4.9819,30,-60,0.3482,0.7417,0,0.2007,402.1641,80.7245,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000006.tif",37,40,1107,694,72.6657,298.305,"419EC441-4BDC-49CD-BE4E-0D0A6A45C451",1,965.7771,1.2162,35.3254,3540,0,0,0,0,26305,0.1777,"10:20:02","2025-11-05T10:20:02.500",0.3121,2170000,6670000,156.255,,,,"Yes","Copepod","Yes",,,0
22,"Nauplius",27119.1457,27119.1457,0.6969,9.47,1,1,353,1175,0.7373,0.8334,0.9279,1.1999,696.5933,1,"2025-11-05",185.8203,201.764,185.8203,81.7042,446.656,1,-85,0,0,1.2769,0,1,196.5314,196.5314,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000006.tif",40,31,1149,694,109.1619,250.955,"09116699-338E-4565-9190-5B3BD2C1095E",1,786.1255,1.1285,60.2026,3541,0,0,0,0,49887,0.8594,"10:20:02","2025-11-05T10:20:02.628",0.079,3360000,4300000,156.255,,,,"Yes","Copepod","Yes",,,0
23,"Nauplius",40499.7245,40499.7245,0.5678,9.47,1,1,792,1350,0.5912,0.7159,0.8464,1.3968,881.156,0.993,"2025-11-05",227.0812,260.9515,227.0812,91.8667,450.187,1.8466,20,-65,0,1.0934,0,0.5415,324.7925,175.8868,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000006.tif",37,48,649,868,108.2543,355.125,"E3A5204B-106D-4185-8361-E2038A0A513D",1,1001.3587,1.1364,66.6095,3569,0,0,0,0,68958,0.8041,"10:20:06","2025-11-05T10:20:06.158",0.1298,6130000,9300000,175.195,,,,"Yes","Copepod","Yes",,,0
24,"Nauplius",27995.8558,27995.8558,0.9591,9.47,1,1,207,329,0.5782,0.62,0.8069,1.6129,804.6214,0.8883,"2025-11-05",188.8,236.2235,188.8,163.2892,452.453,2.6961,-75,25,0.3419,0.7452,0,0.3709,336.7498,124.9009,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000006.tif",39,39,210,1007,62.8358,250.955,"B0AE7BF3-F033-4CFB-BFB6-459A661B4636",1,923.3013,1.1475,44.1811,3587,0,0,0,0,29470,0.4987,"10:20:08","2025-11-05T10:20:08.427",0.2008,3520000,6900000,213.075,,,,"Yes","Copepod","Yes",,,0
25,"Nauplius",38389.8944,38389.8944,0.7197,9.47,1,1,297,765,0.7046,0.8583,0.9202,1.1651,817.4068,1,"2025-11-05",221.0872,240.9585,221.0872,76.3171,479.937,1,25,-90,0,1.292,0,1,223.5545,223.5545,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000007.tif",35,42,449,0,95.8259,288.835,"83DB9B7C-3029-4461-8825-FC9212FE6F35",1,894.218,1.094,56.6979,3805,0,0,0,0,58358,0.6992,"10:20:35","2025-11-05T10:20:35.918",0.0825,5660000,7330000,194.135,,,,"Yes","Copepod","Yes",,,0
26,"Nauplius",21632.6632,21632.6632,0.8024,9.47,1,1,1025,261,0.8014,0.7833,0.9559,1.2767,636.9323,1,"2025-11-05",165.9625,182.824,165.9625,126.0299,501.5,1.1103,-60,40,0,1.0939,0,0.9006,194.777,175.4233,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000007.tif",36,32,762,567,91.4803,213.075,"05761140-8671-4D69-A70D-278DFAC0F9C2",1,740.4006,1.1624,56.3285,3976,0,0,0,0,34854,0.8014,"10:20:57","2025-11-05T10:20:57.480",0.0922,2390000,3200000,146.785,,,,"Yes","Copepod","Yes",,,0
27,"Nauplius",19997.9896,19997.9896,0.7118,9.47,1,1,182,646,0.7432,0.7682,0.9205,1.3018,621.7102,1,"2025-11-05",159.5689,177.5625,159.5689,99.9701,532.656,1.3476,-60,15,0,1.0244,0,0.7421,208.001,154.3539,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000007.tif",35,31,201,1723,93.2598,213.075,"AC6FEBBB-E69D-487D-9382-0EF2BE183287",1,724.7097,1.1657,49.5057,4223,0,0,0,0,33387,0.7539,"10:21:28","2025-11-05T10:21:28.627",0.1013,2130000,2930000,137.315,,,,"Yes","Copepod","Yes",,,0
28,"Nauplius",34496.92,34496.92,0.7312,9.47,1,1,983,1875,0.6221,0.7261,0.8638,1.3773,814.599,0.9628,"2025-11-05",209.5778,239.644,209.5778,98.5402,545.141,1.7579,-30,75,0.0607,0.9427,0,0.5689,296.3314,168.5689,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000008.tif",36,41,940,0,87.9479,279.365,"29AAAF0A-3130-43D1-8A47-3295E53F3181",1,929.8006,1.1414,45.307,4322,0,0,0,0,48987,0.4613,"10:21:41","2025-11-05T10:21:41.111",0.1255,4820000,7210000,184.665,,,,"Yes","Copepod","Yes",,,0
29,"Nauplius",19291.5429,19291.5429,0.9443,9.47,1,1,401,505,0.8172,0.7632,0.9594,1.3103,608.3376,0.9957,"2025-11-05",156.7251,173.8796,156.7251,130.4925,566.703,1.4046,15,-90,0.1338,0.882,0,0.7119,209.374,149.0584,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000008.tif",32,33,118,414,86.5345,184.665,"A67904F0-0034-4DB4-8127-76B4D11C4BD2",1,716.8648,1.1784,52.4585,4493,0,0,0,0,30114,0.6634,"10:22:02","2025-11-05T10:22:02.675",0.0987,2020000,2750000,165.725,,,,"Yes","Copepod","Yes",,,0
30,"Nauplius",18237.0772,18237.0772,0.8012,9.47,1,1,311,1690,0.7609,0.7145,0.928,1.3995,607.4408,0.978,"2025-11-05",152.3817,172.301,152.3817,145.3731,571.234,1.8586,25,-40,0.2136,0.824,0,0.538,235.5973,126.7576,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000008.tif",34,32,799,414,78.5495,194.135,"F6153121-E64F-414A-AA93-182A2BBE272E",1,724.7097,1.1931,50.7469,4529,0,0,0,0,26157,0.7538,"10:22:07","2025-11-05T10:22:07.213",0.1156,1850000,2680000,137.315,,,,"Yes","Copepod","Yes",,,0
31,"Nauplius",21133.7521,21133.7521,0.4502,9.47,1,1,241,547,0.3032,0.3508,0.5617,2.8503,814.1747,0.7548,"2025-11-05",164.0376,240.1696,164.0376,77.22,588.266,6.8075,-80,0,0.4625,0.6837,0,0.1469,477.8366,70.1927,"20240603_Erie_WNS0309_2mm_Rep6_150umSizeFilter_000008.tif",47,29,902,680,116.5989,326.715,"26B8556F-85AC-4BC6-84F3-F09FB9D0C24E",1,1096.0587,1.3462,45.6329,4664,0,0,0,0,43608,0.159,"10:22:24","2025-11-05T10:22:24.237",0.317,2310000,7250000,137.315,,,,"Yes","Copepod","Yes",,,0
