Particle.ID,Class,Area..ABD.,Area..Filled.,Aspect.Ratio,Calibration.Factor,Calibration.Image,Camera,Capture.X,Capture.Y,Circle.Fit,Circularity,Circularity..Hu.,Compactness,Convex.Perimeter,Convexity,Date,Diameter..ABD.,Diameter..ESD.,Diameter..FD.,Edge.Gradient,Elapsed.Time,Elongation,Feret.Angle.Max,Feret.Angle.Min,Fiber.Curl,Fiber.Straightness,Filter.Score,Geodesic.Aspect.Ratio,Geodesic.Length,Geodesic.Thickness,Image.File,Image.Height,Image.Width,Image.X,Image.Y,Intensity,Length,Original.Reference.ID,Particles.Per.Chain,Perimeter,Roughness,Sigma.Intensity,Source.Image,Sphere.Complement,Sphere.Count,Sphere.Unknown,Sphere.Volume,Sum.Intensity,Symmetry,Time,Timestamp,Transparency,Volume..ABD.,Volume..ESD.,Width,Genus,Family,Order,Nauplius,Group,Zooplankton,Partial,Final_ID,Check
11,Copepoda,72963.5661,73199.6301,0.5112,9.47,1,1,183,1332,0.3009,0.4416,0.7303,2.2646,1398.2919,0.8749,2025-10-23,304.7952,426.6765,305.2878,135.7905,329.032,4.9108,60,-35,0.1186,0.894,0,0.2036,683.2484,139.132,20240514_Erie_WNS096_2mm_Rep1_000012.tif,74,43,725,885,72.9697,610.815,9FE590A2-F649-4826-A83D-61982567FC0F,1,1644.761,1.1763,58.6422,2934,0,0,0,0,77129,0.5736,6:27:46,2025-10-23T06:27:46.737,0.2857,14800000,40700000,250.955,,,,No,Copepod,Yes,,,0
12,Copepoda,63639.6987,63639.6987,0.6146,9.47,1,1,202,231,0.1828,0.2199,0.5425,4.5475,1537.4488,0.5822,2025-10-23,284.6552,471.3958,284.6552,132.1036,348.532,12.2044,-80,10,0.7685,0.5655,0,0.0819,1013.2342,83.022,20240514_Erie_WNS096_2mm_Rep1_000013.tif,72,59,166,120,71.7761,572.935,DB0DDFC6-E390-4799-B5E7-01C96FA512CF,1,2192.5124,1.4261,44.2255,3108,0,0,0,0,67326,0.2687,6:28:06,2025-10-23T06:28:06.244,0.3961,12100000,54800000,374.065,,,,No,Copepod,Yes,,,0
13,Copepoda,73593.1737,73593.1737,0.534,9.47,1,1,850,1584,0.2767,0.3329,0.6354,3.0041,1436.5289,0.714,2025-10-23,306.1074,437.9875,306.1074,142.7874,383.844,7.3006,30,-45,0.482,0.6748,0,0.137,835.0348,114.3787,20240514_Erie_WNS096_2mm_Rep1_000014.tif,59,64,375,1056,89.1991,563.465,7FC0FBF8-9EA3-4B39-8340-62E59E96F4C4,1,1898.8269,1.3218,63.9759,3423,0,0,0,0,94997,0.1803,6:28:41,2025-10-23T06:28:41.556,0.3011,1.50E+07,4.40E+07,307.775,,,,No,Copepod,Yes,,,0
14,Copepoda,155258.1092,155258.1092,0.6279,9.47,1,1,770,845,0.2752,0.3812,0.6978,2.6236,1956.6147,0.7152,2025-10-23,444.613,602.3971,444.613,71.586,407.282,6.0777,-90,-20,0.4319,0.6983,0,0.1645,1064.5029,175.149,20240514_Erie_WNS096_2mm_Rep1_000015.tif,93,70,679,374,104.5806,743.395,118114C1-B27F-4F80-BA05-384F3CD1E0FD,1,2479.3038,1.2671,69.9789,3632,0,0,0,0,217423,0.3131,6:29:04,2025-10-23T06:29:04.987,0.2619,4.60E+07,1.14E+08,449.825,,,,No,Copepod,Yes,,,0
15,Copepoda,49327.6309,49327.6309,0.5844,9.47,1,1,916,565,0.451,0.5509,0.7563,1.8151,1054.6067,0.8895,2025-10-23,250.611,315.404,250.611,84.2411,409.516,3.4089,-85,5,0.2826,0.7796,0,0.2934,479.7918,140.748,20240514_Erie_WNS096_2mm_Rep1_000015.tif,53,42,1072,492,114.8274,374.065,A962424B-0EAD-40AC-9792-D24C4410C870,1,1241.0795,1.1768,63.3956,3652,0,0,0,0,86465,0.5181,6:29:07,2025-10-23T06:29:07.229,0.2054,8240000,16400000,241.485,,,,No,Copepod,Yes,,,0
16,Copepoda,110739.5687,110739.5687,0.5896,9.47,1,1,836,538,0.3038,0.3976,0.6979,2.5149,1635.5334,0.7538,2025-10-23,375.497,500.8579,375.497,79.6613,113.219,5.7262,75,-15,0.6005,0.6248,0,0.1746,886.6893,154.8473,20240514_Erie_WNS096_2mm_Rep1_000004.tif,70,65,432,1159,106.2998,553.995,B3CCE774-FA4B-4350-ACD8-7E68F671E459,1,2083.0733,1.2736,64.9948,1009,0,0,0,0,162745,0.311,6:24:10,2025-10-23T06:24:10.934,0.2503,27700000,65800000,440.355,,,,No,Copepod,Yes,,,0
1,Nauplius,17887.0387,17887.0387,0.964,9.47,1,1,159,1030,0.8455,0.804,0.9702,1.2437,588.2433,1,2025-10-23,150.9122,167.8292,150.9122,112.8167,326.344,1,35,10,0,1.0894,0,1,169.5083,169.5083,20240514_Erie_WNS096_2mm_Rep1_000012.tif,32,32,610,702,98.564,184.665,C95FD5F1-246A-47B5-8E85-54AB8C2F984B,1,678.0331,1.1526,55.1058,2910,0,0,0,0,32329,0.7488,6:27:44,2025-10-23T06:27:44.047,0.1008,1800000,2480000,156.255,,,,Yes,Copepod,Yes,,,0
2,Nauplius,17956.9867,17956.9867,0.7099,9.47,1,1,803,1524,0.584,0.5848,0.8086,1.7101,669.0025,0.8797,2025-10-23,151.207,194.3983,151.207,132.3714,55.594,3.0438,5,-90,0.241,0.8058,0,0.3285,299.679,98.4554,20240514_Erie_WNS096_2mm_Rep1_000002.tif,31,39,647,1177,111.7538,241.485,7ED9AE1F-20DC-4BEA-A94B-783D5146C8F9,1,796.2689,1.1902,63.5678,495,0,0,0,0,36767,0.4932,6:23:13,2025-10-23T06:23:13.311,0.2222,1810000,3850000,156.255,,,,Yes,Copepod,Yes,,,0
3,Nauplius,18447.4546,18447.4546,0.9486,9.47,1,1,659,548,0.8206,0.7795,0.9626,1.2829,599.2881,0.9926,2025-10-23,153.258,172.301,153.258,112.0968,146.407,1.1897,-70,0,0.0253,0.9753,0,0.8405,189.3407,159.1458,20240514_Erie_WNS096_2mm_Rep1_000005.tif,33,32,1140,1048,113.1101,184.665,6CC6DF0F-956A-4C4B-A60D-1AD0735B77F9,1,696.9731,1.163,59.6304,1305,0,0,0,0,38005,0.7208,6:24:44,2025-10-23T06:24:44.119,0.1105,1880000,2680000,165.725,,,,Yes,Copepod,Yes,,,0
4,Nauplius,19080.1407,19080.1407,0.9745,9.47,1,1,575,1421,0.8829,0.8863,0.9884,1.1283,578.7808,1,2025-10-23,155.864,163.884,155.864,97.7667,129.813,1,-20,-90,0,1.058,0,1,165.5856,165.5856,20240514_Erie_WNS096_2mm_Rep1_000005.tif,31,32,71,132,116.971,175.195,B98757B5-A0DD-400B-9D00-86A24F96A20B,1,662.3422,1.1444,59.9755,1157,0,0,0,0,40355,0.7899,6:24:27,2025-10-23T06:24:27.526,0.0489,1980000,2300000,156.255,,,,Yes,Copepod,Yes,,,0
5,Nauplius,19573.7976,19573.7976,0.7364,9.47,1,1,846,1420,0.7584,0.779,0.9321,1.2837,618.7793,1,2025-10-23,157.8675,177.5625,157.8675,149.7538,259.86,1.1988,-25,-90,0,1.0953,0,0.8342,194.5342,162.2732,20240514_Erie_WNS096_2mm_Rep1_000010.tif,30,36,628,148,99.4801,213.075,3D084178-C7FC-4D5E-B8C0-47F43B0D92C6,1,713.6147,1.1533,67.425,2317,0,0,0,0,35017,0.711,6:26:37,2025-10-23T06:26:37.568,0.1109,2060000,2930000,146.785,,,,Yes,Copepod,Yes,,,0
6,Nauplius,19573.7976,19573.7976,0.5375,9.47,1,1,94,72,0.5488,0.6242,0.7853,1.6022,687.469,0.9578,2025-10-23,157.8675,200.4486,157.8675,93.274,281.719,2.6569,-55,10,0.0367,0.9646,0,0.3764,289.6094,109.0009,20240514_Erie_WNS096_2mm_Rep1_000010.tif,39,30,72,1491,49.4688,279.365,C7E3133F-9889-42C4-A173-2D185DE030E3,1,797.2206,1.1596,26.1756,2512,0,0,0,0,17413,0.6158,6:26:59,2025-10-23T06:26:59.428,0.2124,2060000,4220000,127.845,,,,Yes,Copepod,Yes,,,0
7,Nauplius,19856.4855,19856.4855,0.7106,9.47,1,1,319,50,0.7055,0.6816,0.8946,1.467,637.1558,0.9848,2025-10-23,159.0033,184.1385,159.0033,118.7101,56.047,2.142,-65,20,0.1751,0.851,0,0.4669,261.5062,122.0866,20240514_Erie_WNS096_2mm_Rep1_000002.tif,35,32,1034,1177,62.3736,222.545,518BEB54-289D-4930-ACB2-AE3ACC0B0772,1,767.1855,1.2041,35.4063,499,0,0,0,0,22205,0.6203,6:23:13,2025-10-23T06:23:13.760,0.1365,2100000,3270000,137.315,,,,Yes,Copepod,Yes,,,0
8,Nauplius,22849.1479,22849.1479,0.7147,9.47,1,1,663,1439,0.6536,0.6696,0.861,1.4935,692.4814,0.9637,2025-10-23,170.5651,200.4486,170.5651,93.7297,157.5,2.2468,40,-45,0.1284,0.8862,0,0.4451,283.1899,126.0391,20240514_Erie_WNS096_2mm_Rep1_000005.tif,35,34,761,1766,121.7638,250.955,51C8DF53-DE0E-46EB-9DB6-EEDBECF16E1F,1,818.458,1.1819,62.3525,1404,0,0,0,0,48462,0.5326,6:24:55,2025-10-23T06:24:55.215,0.1491,2600000,4220000,156.255,,,,Yes,Copepod,Yes,,,0
9,Nauplius,22920.9127,22920.9127,0.8869,9.47,1,1,572,793,0.8569,0.8348,0.9786,1.1978,637.0422,1,2025-10-23,170.8327,182.5608,170.8327,67.6508,259.641,1,-20,55,0,1.1097,0,1,183.4753,183.4753,20240514_Erie_WNS096_2mm_Rep1_000010.tif,33,35,470,148,130.604,203.605,2DEB175F-FD87-49A3-B05F-FB04928A5589,1,733.9013,1.152,53.1923,2315,0,0,0,0,52111,0.7187,6:26:37,2025-10-23T06:26:37.344,0.0642,2610000,3190000,165.725,,,,Yes,Copepod,Yes,,,0
10,Nauplius,23351.9698,23351.9698,0.7335,9.47,1,1,251,700,0.7644,0.8203,0.9401,1.2191,657.4396,1,2025-10-23,172.4316,189.4,172.4316,101.4265,274.094,1,10,-75,0,1.2441,0,1,186.487,186.487,20240514_Erie_WNS096_2mm_Rep1_000010.tif,32,37,1079,912,99.4642,232.015,315A10BC-E322-46E6-B2D2-B5F571517AA6,1,745.9481,1.1346,52.2766,2444,0,0,0,0,40283,0.7208,6:26:51,2025-10-23T06:26:51.805,0.0896,2680000,3560000,156.255,,,,Yes,Copepod,Yes,,,0
11,Nauplius,23855.8669,23855.8669,0.7536,9.47,1,1,249,1510,0.6,0.5036,0.8438,1.9858,738.5909,0.8683,2025-10-23,174.2821,214.916,174.2821,146.381,281.828,3.9879,75,10,0.4223,0.7031,0,0.2508,383.8594,96.2554,20240514_Erie_WNS096_2mm_Rep1_000010.tif,42,34,166,1491,90.551,269.895,D206BDE4-CB9E-408D-A742-7FB124F93BBB,1,960.2296,1.3001,54.865,2513,0,0,0,0,37307,0.4517,6:26:59,2025-10-23T06:26:59.541,0.1891,2770000,5200000,175.195,,,,Yes,Copepod,Yes,,,0
12,Nauplius,25881.6779,25881.6779,0.7679,9.47,1,1,254,1409,0.7198,0.7504,0.9239,1.3327,704.4184,0.9966,2025-10-23,181.5312,203.605,181.5312,142.7808,12.328,1.5354,40,-50,0,1.0195,0,0.6513,246.1446,160.3106,20240514_Erie_WNS096_2mm_Rep1_000001.tif,35,35,354,415,83.4341,250.955,11A1F189-4ACE-4C65-86D0-8C817260FA96,1,812.9105,1.154,59.025,109,0,0,0,0,36711,0.5969,6:22:30,2025-10-23T06:22:30.038,0.1084,3130000,4420000,165.725,,,,Yes,Copepod,Yes,,,0
13,Nauplius,26245.0719,26245.0719,0.8683,9.47,1,1,935,210,0.7998,0.8048,0.961,1.2425,690.9558,1,2025-10-23,182.8012,199.9221,182.8012,131.4521,383.063,1,15,-40,0,1.1757,0,1,197.3437,197.3437,20240514_Erie_WNS096_2mm_Rep1_000014.tif,34,36,898,872,84.2652,232.015,11BDD555-62E9-4E29-9654-93721ECB1271,1,789.3747,1.1424,56.3259,3416,0,0,0,0,37498,0.8106,6:28:40,2025-10-23T06:28:40.772,0.0856,3200000,4180000,175.195,,,,Yes,Copepod,Yes,,,0
14,Nauplius,26754.6219,26754.6219,0.9519,9.47,1,1,975,320,0.7854,0.7037,0.95,1.421,723.0705,0.9556,2025-10-23,184.5672,211.7596,184.5672,117.5714,259.75,1.9519,10,-20,0.264,0.7912,0,0.5123,281.2871,144.1082,20240514_Erie_WNS096_2mm_Rep1_000010.tif,37,36,534,148,100.2721,222.545,4DC6E426-295F-420A-8A71-6F38908E394B,1,850.7905,1.1766,60.8091,2316,0,0,0,0,45323,0.6814,6:26:37,2025-10-23T06:26:37.456,0.1284,3290000,4970000,184.665,,,,Yes,Copepod,Yes,,,0
15,Nauplius,27192.1056,27192.1056,0.6208,9.47,1,1,811,491,0.6166,0.6584,0.8503,1.5189,760.3529,0.9797,2025-10-23,186.0701,221.2296,186.0701,96.2911,53.25,2.3453,-65,20,0.0405,0.9611,0,0.4264,310.374,132.3366,20240514_Erie_WNS096_2mm_Rep1_000002.tif,42,34,930,1056,110.3384,298.305,CF620A3A-28D8-4364-9495-8B71B0512E87,1,885.4213,1.1645,62.6907,474,0,0,0,0,50535,0.7157,6:23:10,2025-10-23T06:23:10.957,0.1589,3370000,5670000,165.725,,,,Yes,Copepod,Yes,,,0
16,Nauplius,27703.3325,27703.3325,0.9775,9.47,1,1,602,317,0.7652,0.5834,0.9605,1.7142,735.9402,0.9319,2025-10-23,187.811,214.6536,187.811,105.6279,222.532,3.0583,-15,70,0.5392,0.6497,0,0.327,357.1236,116.7708,20240514_Erie_WNS096_2mm_Rep1_000008.tif,36,38,1059,1089,97.714,232.015,DE852FA1-1563-49BE-9043-B758B01AD7AF,1,947.7889,1.2879,59.0562,1984,0,0,0,0,45437,0.6112,6:26:00,2025-10-23T06:26:00.237,0.1251,3470000,5180000,194.135,,,,Yes,Copepod,Yes,,,0
17,Nauplius,28215.4333,28215.4333,0.8589,9.47,1,1,564,827,0.8195,0.8438,0.9674,1.1851,699.35,1,2025-10-23,189.5389,202.2896,189.5389,65.6197,353.688,1,40,0,0,1.1212,0,1,198.4926,198.4926,20240514_Erie_WNS096_2mm_Rep1_000013.tif,37,33,130,449,120.1843,222.545,6AA8B528-F720-4FA0-9A6A-E31BC0EEDDCC,1,793.9705,1.1353,55.5886,3154,0,0,0,0,56727,0.7359,6:28:11,2025-10-23T06:28:11.402,0.063,3570000,4330000,175.195,,,,Yes,Copepod,Yes,,,0
18,Nauplius,29830.3705,29830.3705,0.7258,9.47,1,1,888,1159,0.7396,0.8071,0.9253,1.2389,735.8569,1,2025-10-23,194.8877,215.1792,194.8877,93.3165,269.282,1,-50,60,0,1.2543,0,1,207.6262,207.6262,20240514_Erie_WNS096_2mm_Rep1_000010.tif,36,35,691,653,112.9271,260.425,D53D1081-4AD0-4A84-98F1-E8DD1E6393C3,1,830.5048,1.1286,66.8173,2401,0,0,0,0,55786,0.7263,6:26:46,2025-10-23T06:26:46.986,0.0943,3880000,5220000,175.195,,,,Yes,Copepod,Yes,,,0
19,Nauplius,30272.1989,30272.1989,0.8737,9.47,1,1,812,917,0.8585,0.8054,0.98,1.2416,714.6062,1,2025-10-23,196.3256,207.0246,196.3256,63.3425,235.422,1,5,-45,0,1.0642,0,1,209.1116,209.1116,20240514_Erie_WNS096_2mm_Rep1_000009.tif,35,37,1022,0,137.642,222.545,44576852-1144-46D8-AAA5-6228DA04BA4F,1,836.4463,1.1705,57.2705,2099,0,0,0,0,68821,0.8339,6:26:13,2025-10-23T06:26:13.129,0.0517,3960000,4650000,184.665,,,,Yes,Copepod,Yes,,,0
20,Nauplius,30862.1974,30862.1974,0.748,9.47,1,1,883,885,0.6426,0.6985,0.8709,1.4316,783.9664,0.9603,2025-10-23,198.2296,229.9108,198.2296,69.2143,395.063,1.9967,-50,35,0.0796,0.9263,0,0.5008,301.605,151.0515,20240514_Erie_WNS096_2mm_Rep1_000014.tif,39,37,875,1703,135.2756,279.365,E81DE1F4-B33A-45D9-A970-650F902ECCEF,1,905.3131,1.1548,58.516,3523,0,0,0,0,68720,0.5053,6:28:52,2025-10-23T06:28:52.768,0.1378,4080000,6360000,184.665,,,,Yes,Copepod,Yes,,,0
21,Nauplius,33603.5883,33603.5883,0.9433,9.47,1,1,366,555,0.7334,0.6938,0.9386,1.4414,811.0894,0.93,2025-10-23,206.8464,237.5389,206.8464,111.2472,55.828,2.0374,-25,-85,0.2117,0.8253,0,0.4908,315.561,154.8863,20240514_Erie_WNS096_2mm_Rep1_000002.tif,38,40,899,1177,95.3394,260.425,0A87CF2B-F0DD-4DD7-AA9E-42B4B259756C,1,940.8947,1.16,55.248,497,0,0,0,0,51960,0.6485,6:23:13,2025-10-23T06:23:13.536,0.1292,4630000,7020000,213.075,,,,Yes,Copepod,Yes,,,0
1,Cladocera,17677.3757,17677.3757,0.4341,9.47,1,1,435,49,0.4704,0.581,0.699,1.7211,680.1051,0.976,2025-10-23,150.0251,197.5546,150.0251,138.2394,310.532,3.0827,-60,25,0.1106,0.9004,0,0.3244,299.7499,97.2354,20240514_Erie_WNS096_2mm_Rep1_000011.tif,39,32,227,1757,68,269.895,C5747AFF-830A-40E9-9C34-451C4CB60E16,1,793.9705,1.1674,41.2804,2769,0,0,0,0,22100,0.6279,6:27:28,2025-10-23T06:27:28.241,0.2406,1770000,4040000,99.435,,,,No,Cladoceran,Yes,,,0
2,Cladocera,17747.233,17747.233,0.4952,9.47,1,1,80,885,0.5556,0.7328,0.7823,1.3647,628.1053,1,2025-10-23,150.3213,179.6667,150.3213,117.0156,106.047,1.6984,-65,10,0,1.1687,0,0.5888,222.8325,131.2016,20240514_Erie_WNS096_2mm_Rep1_000004.tif,37,29,769,799,90.4294,260.425,759E742A-04E7-46EC-B2A1-AA69A86371F8,1,708.0681,1.1273,50.2014,945,0,0,0,0,29480,0.7763,6:24:03,2025-10-23T06:24:03.759,0.1633,1780000,3040000,108.905,,,,No,Cladoceran,Yes,,,0
3,Cladocera,17817.1207,17817.1207,0.5566,9.47,1,1,722,1532,0.6386,0.7708,0.8429,1.2973,599.7976,1,2025-10-23,150.6169,170.46,150.6169,120.8689,147.641,1.3152,-45,45,0,1.1332,0,0.7604,196.3867,149.3261,20240514_Erie_WNS096_2mm_Rep1_000005.tif,30,35,349,1166,107.9755,222.545,C4D02E54-D2FE-44C6-962E-5782E78ADDFE,1,691.4255,1.1528,62.8579,1316,0,0,0,0,35308,0.8078,6:24:45,2025-10-23T06:24:45.350,0.1164,1790000,2590000,108.905,,,,No,Cladoceran,Yes,,,0
4,Cladocera,18167.0101,18167.0101,0.4271,9.47,1,1,982,1688,0.4464,0.5048,0.6809,1.981,693.0279,0.9472,2025-10-23,152.0886,201.5008,152.0886,165.7368,359.75,3.9718,-70,20,0.2741,0.7848,0,0.2518,343.8856,86.5813,20240514_Erie_WNS096_2mm_Rep1_000013.tif,41,31,760,835,98.5723,269.895,EF69BBB1-5DCB-49D5-9C3A-25D53A512A4A,1,860.9338,1.2423,59.0694,3208,0,0,0,0,32726,0.5127,6:28:17,2025-10-23T06:28:17.455,0.2452,1840000,4280000,99.435,,,,No,Cladoceran,Yes,,,0
5,Cladocera,18377.2996,18377.2996,0.4719,9.47,1,1,67,626,0.4844,0.6869,0.732,1.4558,666.6482,1,2025-10-23,152.9664,192.8196,152.9664,159.3857,169.844,2.0965,10,-90,0,1.0377,0,0.477,250.9666,119.7096,20240514_Erie_WNS096_2mm_Rep1_000006.tif,25,41,470,810,76.4746,260.425,5541C17F-508C-4124-BABB-A3E8D6AB317A,1,741.3523,1.1121,44.9425,1514,0,0,0,0,25619,0.6453,6:25:07,2025-10-23T06:25:07.547,0.2067,1870000,3750000,99.435,,,,No,Cladoceran,Yes,,,0
6,Cladocera,18517.6386,18517.6386,0.3842,9.47,1,1,80,1808,0.4009,0.6182,0.6512,1.6177,706.0169,1,2025-10-23,153.5493,205.1836,153.5493,135.2361,203.125,2.7137,70,-15,0,1.0747,0,0.3685,286.3821,105.532,20240514_Erie_WNS096_2mm_Rep1_000007.tif,45,25,365,1301,51.2641,307.775,1AC8C750-5D62-4C96-9355-A2F483911D5A,1,783.8281,1.1102,29.9617,1811,0,0,0,0,17276,0.7189,6:25:40,2025-10-23T06:25:40.843,0.2516,1900000,4520000,89.965,,,,No,Cladoceran,Yes,,,0
