"Particle.ID","Class","Area..ABD.","Area..Filled.","Aspect.Ratio","Calibration.Factor","Calibration.Image","Camera","Capture.X","Capture.Y","Circle.Fit","Circularity","Circularity..Hu.","Compactness","Convex.Perimeter","Convexity","Date","Diameter..ABD.","Diameter..ESD.","Diameter..FD.","Edge.Gradient","Elapsed.Time","Elongation","Feret.Angle.Max","Feret.Angle.Min","Fiber.Curl","Fiber.Straightness","Filter.Score","Geodesic.Aspect.Ratio","Geodesic.Length","Geodesic.Thickness","Image.File","Image.Height","Image.Width","Image.X","Image.Y","Intensity","Length","Original.Reference.ID","Particles.Per.Chain","Perimeter","Roughness","Sigma.Intensity","Source.Image","Sphere.Complement","Sphere.Count","Sphere.Unknown","Sphere.Volume","Sum.Intensity","Symmetry","Time","Timestamp","Transparency","Volume..ABD.","Volume..ESD.","Width","Genus","Family","Order","Nauplius","Group","Zooplankton","Partial","Final_ID","Check"
11,"Copepoda",54404.4274,54404.4274,0.533,9.47,1,1,431,195,0.4392,0.5574,0.7778,1.794,1097.1213,0.9317,"2025-11-05",263.1917,329.609,263.1917,148.6379,459.625,3.3364,-70,45,0.1005,0.9087,0,0.2997,495.0301,148.3721,"20240603_Erie_WNS0309_2mm_Rep2_000007.tif",56,42,554,244,63.9048,449.825,"6B3FEC28-4BD0-49CC-8303-B8BD46CA58F3",1,1286.8044,1.1729,49.8042,3644,0,0,0,0,52338,0.5325,"8:31:04","2025-11-05T08:31:04.748",0.2015,9550000,18700000,203.605,,,,"No","Copepod","Yes",,,0
12,"Copepoda",189781.1031,189781.1031,0.3532,9.47,1,1,718,1363,0.0411,0.315,0.555,3.175,2345.7995,0.8029,"2025-11-05",491.5657,727.349,491.5657,92.029,581.562,7.8473,-85,5,0.2907,0.7748,0,0.1274,1326.15,168.9949,"20240603_Erie_WNS0309_2mm_Rep2_000008.tif",122,49,408,406,92.547,1027.495,"EC9C0C37-4442-4AFD-865E-0D7C6ECEE755",1,2990.2898,1.2747,68.4006,4611,0,0,0,0,231275,0.5661,"8:33:06","2025-11-05T08:33:06.686",0.3242,62200000,2.01e+08,307.775,,,,"No","Copepod","Yes",,,0
1,"Nauplius",37413.4639,37413.4639,0.6854,9.47,1,1,359,1221,0.604,0.7513,0.8627,1.3309,848.6806,1,"2025-11-05",218.2574,250.4285,218.2574,88.5287,25.218,1.5259,50,-50,0,1.0777,0,0.6553,285.5885,187.1568,"20240603_Erie_WNS0309_2mm_Rep2_000001.tif",40,41,353,863,101.8205,307.775,"10917F2F-672F-4587-8F82-CA0A95ADE367",1,945.4905,1.1141,62.2666,199,0,0,0,0,60685,0.5217,"8:23:50","2025-11-05T08:23:50.335",0.1285,5440000,8220000,184.665,,,,"Yes","Copepod","Yes",,,0
2,"Nauplius",32563.9313,32563.9313,0.8818,9.47,1,1,376,428,0.751,0.7484,0.9398,1.3362,774.9471,0.9788,"2025-11-05",203.6214,226.7535,203.6214,124.939,69.859,1.5547,-55,-90,0.1268,0.8875,0,0.6432,272.0937,175.0153,"20240603_Erie_WNS0309_2mm_Rep2_000001.tif",36,39,209,1834,77.3352,241.485,"0EFEA165-6381-4286-99AC-A2CB68DBCF58",1,894.218,1.1539,55.1083,553,0,0,0,0,41065,0.6608,"8:24:34","2025-11-05T08:24:34.975",0.102,4420000,6100000,203.605,,,,"Yes","Copepod","Yes",,,0
3,"Nauplius",37113.4385,37113.4385,0.7704,9.47,1,1,1010,983,0.6468,0.7305,0.8939,1.3688,831.5304,0.9818,"2025-11-05",217.3805,244.9046,217.3805,102.0698,93.187,1.7184,15,-90,0.1191,0.8936,0,0.5819,302.0445,175.7724,"20240603_Erie_WNS0309_2mm_Rep2_000002.tif",37,42,111,375,106.9696,269.895,"C5AA8AE8-9273-44FF-BA6A-7F10232A1CDF",1,955.6338,1.1492,65.0554,738,0,0,0,0,63326,0.492,"8:24:58","2025-11-05T08:24:58.303",0.1124,5380000,7690000,213.075,,,,"Yes","Copepod","Yes",,,0
4,"Nauplius",36738.6863,36738.6863,0.7739,9.47,1,1,520,737,0.6414,0.7524,0.8754,1.329,841.1084,0.9857,"2025-11-05",216.2803,248.5875,216.2803,83.1494,168.468,1.5153,-80,0,0.011,0.9891,0,0.6599,282.4323,186.3905,"20240603_Erie_WNS0309_2mm_Rep2_000003.tif",42,38,861,338,107.6474,279.365,"29062BD9-1540-41AB-9848-79148AC80B25",1,937.6455,1.1148,61.2083,1335,0,0,0,0,63189,0.572,"8:26:13","2025-11-05T08:26:13.584",0.13,5300000,8040000,222.545,,,,"Yes","Copepod","Yes",,,0
5,"Nauplius",32860.6888,32860.6888,0.7083,9.47,1,1,216,1332,0.7144,0.8375,0.9184,1.1941,765.927,1,"2025-11-05",204.5471,224.1236,204.5471,132.7436,229.625,1,30,-40,0,1.317,0,1,212.1233,212.1233,"20240603_Erie_WNS0309_2mm_Rep2_000004.tif",35,40,0,600,76.3196,279.365,"F917D84C-4C39-4DAF-AC2B-4341D4B617B3",1,848.4931,1.1078,58.4831,1820,0,0,0,0,40831,0.7039,"8:27:14","2025-11-05T08:27:14.743",0.0873,4480000,5890000,175.195,,,,"Yes","Copepod","Yes",,,0
6,"Nauplius",37188.4263,37188.4263,0.7692,9.47,1,1,577,1395,0.6888,0.8315,0.9175,1.2027,811.168,1,"2025-11-05",217.6,237.5389,217.6,96.0988,260.39,1,-40,20,0,1.2042,0,1,224.1289,224.1289,"20240603_Erie_WNS0309_2mm_Rep2_000004.tif",39,40,993,1000,101.054,269.895,"BF39DC8E-7FD8-4FBD-8B58-00DADE9812DB",1,896.5154,1.1052,65.436,2064,0,0,0,0,59925,0.5636,"8:27:45","2025-11-05T08:27:45.511",0.0839,5390000,7020000,203.605,,,,"Yes","Copepod","Yes",,,0
7,"Nauplius",37413.4639,37413.4639,0.7111,9.47,1,1,784,1722,0.5823,0.6849,0.8391,1.46,871.9313,0.9415,"2025-11-05",218.2574,258.8464,218.2574,154.5682,276.906,2.1135,25,-50,0.092,0.9157,0,0.4731,336.1044,159.0274,"20240603_Erie_WNS0309_2mm_Rep2_000004.tif",41,41,832,1383,77.354,307.775,"4149A7AB-0A6A-4DF7-806B-EEEB1CF07923",1,990.2637,1.1357,56.6819,2195,0,0,0,0,46103,0.5446,"8:28:02","2025-11-05T08:28:02.031",0.1568,5440000,9080000,213.075,,,,"Yes","Copepod","Yes",,,0
8,"Nauplius",41406.6417,41406.6417,0.6624,9.47,1,1,146,285,0.6258,0.6827,0.8805,1.4647,890.0739,0.9759,"2025-11-05",229.6096,263.8446,229.6096,148.573,382.843,2.1327,0,60,0.048,0.9542,0,0.4689,352.3199,165.199,"20240603_Erie_WNS0309_2mm_Rep2_000006.tif",37,50,1027,153,49.6857,336.185,"3A0F7669-B786-4B55-876B-325544A2CF6B",1,1035.0379,1.1629,40.456,3035,0,0,0,0,32246,0.5516,"8:29:47","2025-11-05T08:29:47.954",0.1298,6340000,9620000,184.665,,,,"Yes","Copepod","Yes",,,0
9,"Nauplius",40952.9857,40952.9857,0.801,9.47,1,1,626,1004,0.662,0.7194,0.8901,1.3901,884.3095,0.9772,"2025-11-05",228.3483,263.0558,228.3483,74.4494,447.406,1.8167,10,-35,0.1206,0.8924,0,0.5504,323.6684,178.1602,"20240603_Erie_WNS0309_2mm_Rep2_000007.tif",42,44,376,0,118.9782,288.835,"D73A2C57-EF82-40F9-86F2-01A3090C409C",1,1003.6571,1.135,62.6367,3547,0,0,0,0,76503,0.6092,"8:30:52","2025-11-05T08:30:52.516",0.1319,6230000,9530000,222.545,,,,"Yes","Copepod","Yes",,,0
10,"Nauplius",35392.2107,35392.2107,0.6052,9.47,1,1,783,607,0.5902,0.7522,0.8448,1.3294,820.1512,0.9982,"2025-11-05",212.2799,241.7483,212.2799,115.253,452.703,1.5176,-80,35,0,1.072,0,0.6589,278.2795,183.3711,"20240603_Erie_WNS0309_2mm_Rep2_000007.tif",44,36,942,0,94.1353,298.305,"6B5E50FC-332E-4FAB-8749-56C733CDA18A",1,923.3013,1.1258,64.3651,3589,0,0,0,0,53563,0.6286,"8:30:57","2025-11-05T08:30:57.814",0.1219,5010000,7400000,175.195,,,,"Yes","Copepod","Yes",,,0
11,"Nauplius",35242.8622,35242.8622,0.6953,9.47,1,1,603,1182,0.6835,0.795,0.903,1.2578,793.7962,1,"2025-11-05",211.8316,233.3304,211.8316,96.9383,489.89,1,-70,20,0,1.2464,0,1,224.1289,224.1289,"20240603_Erie_WNS0309_2mm_Rep2_000007.tif",41,36,980,759,101.522,279.365,"4792B2CC-8944-4A57-9E71-6DFB7171F801",1,896.5154,1.1294,67.4176,3884,0,0,0,0,57563,0.6569,"8:31:35","2025-11-05T08:31:35.012",0.0921,4980000,6650000,175.195,,,,"Yes","Copepod","Yes",,,0
12,"Nauplius",42390.8918,42390.8918,0.2056,9.47,1,1,72,1111,0,0.2273,0.2168,4.3989,1554.8907,0.6193,"2025-11-05",232.3225,475.0786,232.3225,151.2105,20.937,11.7344,-75,5,0.1831,0.8453,0,0.0852,834.6596,71.1293,"20240603_Erie_WNS0309_2mm_Rep2_000001.tif",87,35,215,863,102.713,705.515,"884ECE7C-AA6D-4E7F-B4B3-48B9B27EFB2D",1,1811.5779,1.1651,47.883,165,0,0,0,0,67996,0.1005,"8:23:46","2025-11-05T08:23:46.049",0.511,6570000,56100000,175.195,,,,"Yes","Copepod","Yes",,,0
1,"Cladocera",128444.7985,128444.7985,0.72,9.47,1,1,849,1065,0.3372,0.214,0.7148,4.672,1927.2795,0.6028,"2025-11-05",404.402,594.5058,404.402,81.5667,73.14,12.5981,50,-80,0.9666,0.5085,0,0.0794,1406.1154,111.6136,"20240603_Erie_WNS0309_2mm_Rep2_000002.tif",75,71,130,0,137.276,714.985,"2D9FA55C-49E9-4B99-9400-BE6EBD3EA425",1,3035.4579,1.575,58.9382,579,0,0,0,0,240233,0.5137,"8:24:38","2025-11-05T08:24:38.253",0.3198,34600000,1.1e+08,516.115,,,,"No","Cladoceran","Yes",,,0
2,"Cladocera",51323.34,51323.34,0.912,9.47,1,1,440,1037,0.8227,0.8342,0.9775,1.1987,906.9078,1,"2025-11-05",255.6304,268.3164,255.6304,81.4301,141.359,1,-30,-90,0,1.1632,0,1,256.4616,256.4616,"20240603_Erie_WNS0309_2mm_Rep2_000003.tif",41,43,530,0,97.8524,298.305,"A9FBC265-75AC-41DF-8618-00A6C1C364D4",1,1025.8463,1.1311,64.2935,1120,0,0,0,0,76227,0.7041,"8:25:46","2025-11-05T08:25:46.474",0.0473,8750000,10100000,250.955,,,,"No","Cladoceran","Yes",,,0
3,"Cladocera",60058.3023,60058.3023,0.7089,9.47,1,1,648,440,0.6877,0.7895,0.9211,1.2666,1008.5777,1,"2025-11-05",276.5296,301.7246,276.5296,78.0583,150.187,1,-85,0,0,1.2924,0,1,282.0978,282.0978,"20240603_Erie_WNS0309_2mm_Rep2_000003.tif",52,40,1115,0,102.2713,364.595,"8192831A-E70F-4D9D-A0F1-B9E7A75EC1C9",1,1128.3912,1.1188,57.9908,1190,0,0,0,0,91226,0.7403,"8:25:55","2025-11-05T08:25:55.301",0.0835,11100000,14400000,241.485,,,,"No","Cladoceran","Yes",,,0
4,"Cladocera",35018.9388,35018.9388,0.8542,9.47,1,1,977,545,0.8357,0.8421,0.9734,1.1875,766.8011,1,"2025-11-05",211.1575,224.9125,211.1575,96.6316,186.125,1,15,-60,0,1.1554,0,1,217.1947,217.1947,"20240603_Erie_WNS0309_2mm_Rep2_000003.tif",38,40,431,822,105.2163,250.955,"C3282266-4C13-413B-97AE-F60B3A2822E6",1,868.7787,1.133,61.4987,1475,0,0,0,0,59342,0.7511,"8:26:31","2025-11-05T08:26:31.243",0.0612,4930000,5960000,194.135,,,,"No","Cladoceran","Yes",,,0
5,"Cladocera",33380.5691,33380.5691,0.7962,9.47,1,1,739,1832,0.6411,0.6598,0.8956,1.5155,807.2294,0.9451,"2025-11-05",206.1588,237.5389,206.1588,116.2444,495.437,2.3324,-70,15,0.2475,0.8016,0,0.4287,336.706,144.3605,"20240603_Erie_WNS0309_2mm_Rep2_000007.tif",42,37,956,981,85.4483,269.895,"5CB01B1E-182F-470F-B90B-E75F4DDE5CFD",1,962.1331,1.1919,48.293,3928,0,0,0,0,46313,0.4311,"8:31:40","2025-11-05T08:31:40.561",0.1321,4590000,7020000,203.605,,,,"No","Cladoceran","Yes",,,0
6,"Cladocera",55485.7394,55563.0322,0.384,9.47,1,1,1007,1751,0.2719,0.5668,0.6422,1.7644,1149.7262,0.9664,"2025-11-05",265.7944,346.4439,265.9794,144.084,535.921,3.2337,-90,0,0.0084,0.9917,0,0.3092,491.7952,152.0834,"20240603_Erie_WNS0309_2mm_Rep2_000007.tif",66,32,769,1497,82.4022,487.705,"740BBDAB-E5A5-43A1-B648-86A95427BDF7",1,1287.7571,1.1201,53.1338,4249,0,0,0,0,68641,0.5833,"8:32:21","2025-11-05T08:32:21.038",0.2328,9830000,21800000,165.725,,,,"No","Cladoceran","Yes",,,0
7,"Cladocera",99574.6791,99574.6791,0.4793,9.47,1,1,826,993,0.2413,0.5439,0.6844,1.8386,1478.713,0.8738,"2025-11-05",356.0652,450.8771,356.0652,77.375,548.031,3.4897,-55,25,0.0976,0.9111,0,0.2866,660.0291,189.1368,"20240603_Erie_WNS0309_2mm_Rep2_000007.tif",67,58,970,1747,101.3714,601.345,"AB5A7F63-4D29-412C-B010-7E060518B371",1,1698.3318,1.1485,70.9424,4345,0,0,0,0,141109,0.3107,"8:32:33","2025-11-05T08:32:33.144",0.2103,23600000,4.8e+07,269.895,,,,"No","Cladoceran","Yes",,,0
1,"Unknown",212112.7883,212112.7883,0.69,9.47,1,1,679,202,0.5115,0.3889,0.8764,2.5713,1978.9004,0.8573,"2025-11-05",519.683,610.0261,519.683,112.2691,59.39,5.9088,80,10,0.6942,0.5902,0,0.1692,1211.329,205.0033,"20240603_Erie_WNS0309_2mm_Rep2_000001.tif",89,68,982,1212,85.996,714.985,"94044001-6315-40E9-BDA3-F7187F3407C6",1,2832.6645,1.4314,56.2477,470,0,0,0,0,238123,0.6196,"8:24:24","2025-11-05T08:24:24.510",0.1481,73500000,1.19e+08,497.175,,,,,,,,,1
2,"Unknown",75405.117,75405.117,0.656,9.47,1,1,824,1149,0.6544,0.7735,0.9052,1.2929,1117.9771,0.9927,"2025-11-05",309.8528,337.2371,309.8528,67.5225,76.281,1.2812,-35,50,0,1.1383,0,0.7805,353.5665,275.9674,"20240603_Erie_WNS0309_2mm_Rep2_000002.tif",50,52,428,0,107.1636,402.475,"9A6A9E10-10D7-4765-8685-D17AB5FF1100",1,1259.0678,1.1262,68.9785,604,0,0,0,0,116594,0.8116,"8:24:41","2025-11-05T08:24:41.405",0.0812,15600000,20100000,250.955,,,,,,,,,1
3,"Unknown",50862.2879,50862.2879,0.7503,9.47,1,1,382,1147,0.7745,0.8648,0.9539,1.1563,904.3026,1,"2025-11-05",254.4796,267.5275,254.4796,105.4607,88.14,1,20,-55,0,1.1889,0,1,250.9143,250.9143,"20240603_Erie_WNS0309_2mm_Rep2_000002.tif",43,44,781,202,78.2135,298.305,"40B702B1-053D-4C11-8D7F-D3B77006A138",1,1003.6571,1.1099,64.5924,698,0,0,0,0,60459,0.8678,"8:24:53","2025-11-05T08:24:53.259",0.0488,8630000,1e+07,213.075,,,,,,,,,1
4,"Unknown",36214.5623,36214.5623,0.5869,9.47,1,1,676,1427,0.599,0.7839,0.8558,1.2757,825.3616,1,"2025-11-05",214.732,243.8525,214.732,88.3571,114.875,1.0922,-75,10,0,1.331,0,0.9156,238.3481,218.2309,"20240603_Erie_WNS0309_2mm_Rep2_000002.tif",45,34,979,834,106.6328,317.245,"760D02BB-DE26-4A2E-ACE1-C41A38915199",1,913.158,1.1064,65.6452,910,0,0,0,0,61847,0.7752,"8:25:19","2025-11-05T08:25:19.992",0.1194,5180000,7590000,175.195,,,,,,,,,1
5,"Unknown",83471.3723,83471.3723,0.8068,9.47,1,1,533,1298,0.3167,0.3693,0.6971,2.7081,1442.6428,0.7107,"2025-11-05",326.0047,440.355,326.0047,60.3567,122.812,6.3502,-90,-45,0.7924,0.5579,0,0.1575,823.2229,129.6372,"20240603_Erie_WNS0309_2mm_Rep2_000002.tif",63,62,783,1191,132.0336,459.295,"233AD02B-EAE7-4E6F-BDEC-41EA28206825",1,1905.7201,1.321,61.6062,973,0,0,0,0,157120,0.1946,"8:25:27","2025-11-05T08:25:27.938",0.2597,18100000,44700000,383.535,,,,,,,,,1
6,"Unknown",45811.2961,45811.2961,0.485,9.47,1,1,481,1116,0.4168,0.5089,0.7262,1.9649,1045.5107,0.8916,"2025-11-05",241.5135,313.2989,241.5135,68.045,173.64,3.9177,-90,-15,0.2099,0.8265,0,0.2553,498.394,127.2174,"20240603_Erie_WNS0309_2mm_Rep2_000003.tif",58,36,342,485,116.2419,411.945,"A4A773CE-07D3-4DBA-89F9-FF76FE9A93D4",1,1251.2228,1.1968,65.0431,1376,0,0,0,0,82183,0.6623,"8:26:18","2025-11-05T08:26:18.754",0.2291,7380000,16100000,184.665,,,,,,,,,1
7,"Unknown",42997.4695,42997.4695,0.8311,9.47,1,1,77,553,0.714,0.7175,0.9415,1.3937,876.8775,0.9531,"2025-11-05",233.9788,259.3729,233.9788,102.0538,178.937,1.833,-35,35,0.149,0.8703,0,0.5456,331.8693,181.0538,"20240603_Erie_WNS0309_2mm_Rep2_000003.tif",41,43,459,485,73.106,288.835,"AEAFB451-509E-4941-901D-6AB96BC18E6F",1,1025.8463,1.1699,44.2598,1418,0,0,0,0,48981,0.5921,"8:26:24","2025-11-05T08:26:24.051",0.0979,6710000,9140000,232.015,,,,,,,,,1
8,"Unknown",123419.4288,123419.4288,0.8473,9.47,1,1,925,1660,0.3337,0.3896,0.8213,2.5668,1762.1662,0.7326,"2025-11-05",396.412,541.3686,396.412,129.0097,194.062,5.8941,65,10,0.4999,0.6667,0,0.1697,944.5954,160.2605,"20240603_Erie_WNS0309_2mm_Rep2_000003.tif",77,61,643,1227,96.8987,629.755,"358B39D4-8CD6-4FB9-AB6F-CB96AC2E79B0",1,2209.7118,1.254,55.7285,1538,0,0,0,0,163565,0.352,"8:26:39","2025-11-05T08:26:39.182",0.2678,32600000,83100000,421.415,,,,,,,,,1
9,"Unknown",31823.0666,31823.0666,0.5871,9.47,1,1,602,1209,0.5594,0.7006,0.8217,1.4273,798.2443,0.9971,"2025-11-05",201.2918,234.3825,201.2918,67.9157,220.046,1.9787,25,-60,0.0193,0.9811,0,0.5054,304.063,153.6647,"20240603_Erie_WNS0309_2mm_Rep2_000004.tif",34,43,315,0,132.0557,298.305,"C539FF0F-6C89-4773-AD2C-8FDB8C01DCB6",1,915.4554,1.1468,59.392,1744,0,0,0,0,68801,0.6048,"8:27:05","2025-11-05T08:27:05.160",0.1412,4270000,6740000,175.195,,,,,,,,,1
10,"Unknown",59359.2223,59359.2223,0.5967,9.47,1,1,441,668,0.5893,0.723,0.8617,1.3831,1033.4706,0.9833,"2025-11-05",274.9155,308.8271,274.9155,87.9904,244.125,1.7848,20,-70,0,1.0706,0,0.5603,375.9436,210.6386,"20240603_Erie_WNS0309_2mm_Rep2_000004.tif",41,54,167,776,87.7656,402.475,"AD083FD0-A5F3-4FAF-80BC-D9055D45DB88",1,1173.1644,1.1352,61.2771,1935,0,0,0,0,77497,0.7682,"8:27:29","2025-11-05T08:27:29.245",0.1098,10900000,15400000,222.545,,,,,,,,,1
11,"Unknown",39971.4263,39971.4263,0.526,9.47,1,1,822,674,0.5422,0.6833,0.805,1.4635,893.522,0.9844,"2025-11-05",225.5952,264.3711,225.5952,83,268.468,2.1278,-25,50,0.0313,0.9696,0,0.47,346.7215,162.952,"20240603_Erie_WNS0309_2mm_Rep2_000004.tif",41,47,242,1154,114.9508,336.185,"E7A319E2-8284-4C02-B24A-BD0FD14DBBED",1,1019.347,1.1408,64.2971,2128,0,0,0,0,72419,0.744,"8:27:53","2025-11-05T08:27:53.582",0.1467,6010000,9670000,165.725,,,,,,,,,1
12,"Unknown",58195.32,58195.32,0.8184,9.47,1,1,163,520,0.8448,0.9254,0.9787,1.0806,944.8219,1,"2025-11-05",272.2069,281.9958,272.2069,108.8696,273.25,1,-75,35,0,1.1974,0,1,257.0359,257.0359,"20240603_Erie_WNS0309_2mm_Rep2_000004.tif",44,44,803,1154,67.9493,307.775,"92A1882B-E16D-4F67-9E2A-8D34F16FEC6F",1,1028.1437,1.0882,43.2649,2166,0,0,0,0,58980,0.9294,"8:27:58","2025-11-05T08:27:58.374",0.0347,10600000,11700000,241.485,,,,,,,,,1
