"Particle.ID","Class","Area..ABD.","Area..Filled.","Aspect.Ratio","Calibration.Factor","Calibration.Image","Camera","Capture.X","Capture.Y","Circle.Fit","Circularity","Circularity..Hu.","Compactness","Convex.Perimeter","Convexity","Date","Diameter..ABD.","Diameter..ESD.","Diameter..FD.","Edge.Gradient","Elapsed.Time","Elongation","Feret.Angle.Max","Feret.Angle.Min","Fiber.Curl","Fiber.Straightness","Filter.Score","Geodesic.Aspect.Ratio","Geodesic.Length","Geodesic.Thickness","Image.File","Image.Height","Image.Width","Image.X","Image.Y","Intensity","Length","Original.Reference.ID","Particles.Per.Chain","Perimeter","Roughness","Sigma.Intensity","Source.Image","Sphere.Complement","Sphere.Count","Sphere.Unknown","Sphere.Volume","Sum.Intensity","Symmetry","Time","Timestamp","Transparency","Volume..ABD.","Volume..ESD.","Width","Genus","Family","Order","Nauplius","Group","Zooplankton","Partial","Final_ID","Check"
6,"Nauplius",20849.2017,20849.2017,0.7183,9.47,1,1,380,634,0.67,0.7338,0.8763,1.3627,660.0505,0.9933,"2025-11-05",162.9295,190.7154,162.9295,91.0441,170.75,1.6889,-55,30,0,1.0201,0,0.5921,236.7268,140.1697,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000003.tif",36,31,296,0,110.6622,241.485,"3581DC25-C25D-48B7-ACCF-50AB5270D58E",1,753.7931,1.142,54.882,1353,0,0,0,0,40945,0.5338,"10:32:58","2025-11-05T10:32:58.908",0.1457,2260000,3630000,146.785,,,,"Yes","Copepod","Yes",,,0
7,"Nauplius",31009.8541,31009.8541,0.7078,9.47,1,1,989,790,0.7141,0.7855,0.9185,1.273,746.7095,1,"2025-11-05",198.7032,216.7579,198.7032,98.3467,182.594,1,-45,65,0,1.2178,0,1,213.8466,213.8466,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000003.tif",37,38,512,151,108.9333,260.425,"2EFF673B-2872-452D-B1A8-9E29B39C412E",1,855.3863,1.1455,65.9418,1447,0,0,0,0,55556,0.7131,"10:33:10","2025-11-05T10:33:10.761",0.0833,4110000,5330000,165.725,,,,"Yes","Copepod","Yes",,,0
8,"Nauplius",23783.8168,23783.8168,0.474,9.47,1,1,956,206,0.4439,0.5704,0.7057,1.7531,785.2638,0.9614,"2025-11-05",174.0187,230.9629,174.0187,122.0506,193.438,3.1945,60,-35,0.0816,0.9245,0,0.313,343.1389,107.4167,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000003.tif",43,36,883,358,98.3747,317.245,"1B59DC2F-620C-4BA9-8796-D10F6FD189C3",1,901.1112,1.1475,55.164,1533,0,0,0,0,40432,0.5574,"10:33:21","2025-11-05T10:33:21.607",0.2466,2760000,6450000,127.845,,,,"Yes","Copepod","Yes",,,0
9,"Nauplius",19291.5429,19291.5429,0.9001,9.47,1,1,268,1663,0.6244,0.5668,0.8252,1.7644,682.5531,0.8832,"2025-11-05",156.7251,197.5546,156.7251,149.7867,207.813,3.2339,65,-70,0.3156,0.7601,0,0.3092,317.6873,98.238,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000003.tif",38,34,59,1124,83.2443,241.485,"FC18655A-6A84-45C8-8313-B9EF298C5664",1,831.8505,1.2187,48.7079,1647,0,0,0,0,28969,0.4855,"10:33:35","2025-11-05T10:33:35.981",0.2067,2020000,4040000,175.195,,,,"Yes","Copepod","Yes",,,0
10,"Nauplius",38389.8944,38389.8944,0.9588,9.47,1,1,840,920,0.7933,0.8091,0.9601,1.2359,807.7749,1,"2025-11-05",221.0872,237.2765,221.0872,66.3095,218.407,1,10,-75,0,1.0899,0,1,230.2507,230.2507,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000003.tif",39,40,715,1275,130.775,250.955,"ABADB1FD-7770-4942-BC9E-C63F2A38A652",1,921.003,1.1402,59.8291,1731,0,0,0,0,79642,0.676,"10:33:46","2025-11-05T10:33:46.574",0.0682,5660000,6990000,222.545,,,,"Yes","Copepod","Yes",,,0
11,"Nauplius",21632.6632,21632.6632,0.9371,9.47,1,1,842,397,0.8212,0.8454,0.9609,1.1829,639.5356,1,"2025-11-05",165.9625,183.6129,165.9625,152.7742,233.032,1,-85,30,0,1.1428,0,1,178.1657,178.1657,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000003.tif",35,34,1009,1784,92.8425,203.605,"E211C88C-2D2B-4775-ABB8-138CFAC31E71",1,712.663,1.1143,61.3458,1847,0,0,0,0,35373,0.7687,"10:34:01","2025-11-05T10:34:01.202",0.0961,2390000,3240000,156.255,,,,"Yes","Copepod","Yes",,,0
12,"Nauplius",19715.0878,19715.0878,0.908,9.47,1,1,942,261,0.8128,0.7454,0.9587,1.3416,615.336,0.9847,"2025-11-05",158.4362,176.5104,158.4362,124.4063,250.563,1.5833,-85,-25,0.1549,0.8659,0,0.6316,224.2002,141.6013,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000004.tif",34,32,744,165,99.1271,194.135,"000E9C03-29B7-4680-926C-B96B58BD2606",1,731.603,1.1889,57.4134,1986,0,0,0,0,35091,0.7468,"10:34:18","2025-11-05T10:34:18.729",0.1024,2080000,2880000,156.255,,,,"Yes","Copepod","Yes",,,0
13,"Nauplius",45049.474,45049.474,0.5502,9.47,1,1,438,1084,0.543,0.65,0.8194,1.5385,940.8322,0.9548,"2025-11-05",239.4969,279.6283,239.4969,73.6373,260.532,2.4201,0,-90,0.0952,0.9131,0,0.4132,388.943,160.7114,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000004.tif",35,52,948,315,112.4692,355.125,"6612FEEA-8A18-4EB2-BCD7-52CE737CF790",1,1099.3089,1.1684,62.6526,2065,0,0,0,0,78391,0.7299,"10:34:28","2025-11-05T10:34:28.690",0.1435,7190000,11400000,194.135,,,,"Yes","Copepod","Yes",,,0
14,"Nauplius",21918.2865,21918.2865,0.7732,9.47,1,1,896,491,0.7435,0.7372,0.9278,1.3565,650.6695,0.9935,"2025-11-05",167.0546,187.0325,167.0546,118.942,270.875,1.6588,-90,5,0.1232,0.8903,0,0.6028,239.3222,144.2705,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000004.tif",37,32,901,468,111.6571,213.075,"1EE97D70-DAB7-42CC-A661-C4D5A6E6FF0B",1,767.1855,1.1791,59.7226,2147,0,0,0,0,42988,0.6596,"10:34:39","2025-11-05T10:34:39.031",0.1068,2440000,3430000,156.255,,,,"Yes","Copepod","Yes",,,0
15,"Nauplius",19573.7976,19573.7976,0.7069,9.47,1,1,780,488,0.7219,0.8091,0.9051,1.236,620.445,1,"2025-11-05",157.8675,177.5625,157.8675,127.4063,341.485,1,-35,45,0,1.2172,0,1,175.0556,175.0556,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000004.tif",30,36,539,1718,109.2216,213.075,"CF1E196B-8859-4BA2-803A-8B3F51FBB3B5",1,700.2222,1.1286,61.7535,2707,0,0,0,0,38446,0.627,"10:35:49","2025-11-05T10:35:49.647",0.1109,2060000,2930000,137.315,,,,"Yes","Copepod","Yes",,,0
16,"Nauplius",25663.8735,25663.8735,0.835,9.47,1,1,130,402,0.6795,0.6665,0.892,1.5003,732.1607,0.9541,"2025-11-05",180.7658,213.8639,180.7658,146.5,366.954,2.2736,40,0,0.2866,0.7773,0,0.4398,298.5043,131.2897,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000005.tif",37,33,187,667,61.5446,232.015,"254CC81C-C61A-4DC4-A5DD-C7118B55934F",1,859.5881,1.174,44.0509,2909,0,0,0,0,26895,0.635,"10:36:15","2025-11-05T10:36:15.120",0.1548,3090000,5120000,175.195,,,,"Yes","Copepod","Yes",,,0
17,"Nauplius",31897.0861,31897.0861,0.916,9.47,1,1,1015,634,0.7067,0.7543,0.9142,1.3258,773.806,0.9821,"2025-11-05",201.5258,226.7535,201.5258,127.825,389.407,1.4969,25,0,0.0962,0.9122,0,0.668,264.7205,176.841,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000005.tif",38,37,718,1697,94.592,241.485,"F7C618BB-64D3-48F2-AB6B-BDFB46B4F177",1,883.123,1.1413,63.9829,3087,0,0,0,0,49377,0.5393,"10:36:37","2025-11-05T10:36:37.566",0.1113,4290000,6100000,213.075,,,,"Yes","Copepod","Yes",,,0
18,"Nauplius",29683.2242,29683.2242,0.8781,9.47,1,1,724,1109,0.8318,0.8231,0.971,1.2149,722.6519,1,"2025-11-05",194.4064,209.9186,194.4064,91.7808,394.188,1,65,-60,0,1.223,0,1,205.1889,205.1889,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000006.tif",39,35,655,0,111.185,250.955,"0EE9F07C-23EE-4A4A-9714-E21E81673C9B",1,820.7554,1.1358,66.9954,3125,0,0,0,0,54703,0.8234,"10:36:42","2025-11-05T10:36:42.359",0.0739,3850000,4840000,184.665,,,,"Yes","Copepod","Yes",,,0
19,"Nauplius",39594.4092,39594.4092,0.672,9.47,1,1,735,443,0.5836,0.6992,0.846,1.4301,881.8379,0.969,"2025-11-05",224.5288,261.2139,224.5288,100.3708,409.329,1.9906,-65,60,0.0529,0.9498,0,0.5024,334.0251,167.8034,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000006.tif",41,43,375,398,99.5264,317.245,"9D3E37CA-C829-4219-B144-9E41CADCDA35",1,1003.6571,1.1381,61.6878,3245,0,0,0,0,62204,0.5744,"10:36:57","2025-11-05T10:36:57.491",0.1404,5930000,9330000,203.605,,,,"Yes","Copepod","Yes",,,0
20,"Nauplius",37863.8701,37863.8701,0.751,9.47,1,1,410,1137,0.6618,0.7393,0.8952,1.3526,836.9927,0.9901,"2025-11-05",219.5672,246.4833,219.5672,86.2706,444.516,1.6392,10,-70,0.0649,0.9391,0,0.6101,297.4838,181.4818,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000006.tif",38,43,0,1206,104.9917,279.365,"C8F3BF48-DA73-48BD-B277-7745A03FCFC9",1,957.9312,1.1445,62.2235,3524,0,0,0,0,63205,0.5472,"10:37:32","2025-11-05T10:37:32.672",0.1092,5540000,7840000,194.135,,,,"Yes","Copepod","Yes",,,0
21,"Nauplius",39669.7899,39669.7899,0.6577,9.47,1,1,419,164,0.649,0.7036,0.8915,1.4213,864.414,0.9835,"2025-11-05",224.7424,256.2165,224.7424,155.4333,461.657,1.9533,5,-90,0.0136,0.9866,0,0.512,331.1463,169.533,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000006.tif",34,48,552,1382,57.9872,326.715,"D57EBD79-B720-4E6A-9AD7-8EFE9C37C0AD",1,1001.3587,1.1584,47.8013,3660,0,0,0,0,36300,0.6896,"10:37:49","2025-11-05T10:37:49.821",0.1228,5940000,8810000,184.665,,,,"Yes","Copepod","Yes",,,0
22,"Nauplius",23567.7957,23567.7957,0.9069,9.47,1,1,395,1256,0.8168,0.8462,0.9616,1.1818,652.9404,1,"2025-11-05",173.2266,189.6633,173.2266,86.0462,466.329,1,-30,25,0,1.1048,0,1,184.2876,184.2876,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000006.tif",35,35,314,1557,116.1495,203.605,"5058F02E-1A0A-4DCA-8035-05E9E40DE25C",1,737.1505,1.129,58.0098,3697,0,0,0,0,47389,0.6995,"10:37:54","2025-11-05T10:37:54.487",0.0867,2720000,3570000,165.725,,,,"Yes","Copepod","Yes",,,0
23,"Nauplius",20778.1267,20778.1267,0.4692,9.47,1,1,858,280,0.1855,0.3482,0.5453,2.8718,884.4128,0.7608,"2025-11-05",162.6516,260.9515,162.6516,113.2653,474.641,6.8766,-90,5,0.3433,0.7444,0,0.1454,477.0339,69.3709,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000007.tif",52,29,179,0,116.29,355.125,"42159D21-F929-4E19-A7FF-7D1B429D6529",1,1092.8096,1.2356,59.1187,3763,0,0,0,0,42911,0.1437,"10:38:02","2025-11-05T10:38:02.809",0.3767,2250000,9300000,127.845,,,,"Yes","Copepod","Yes",,,0
24,"Nauplius",18939.3453,18939.3453,0.8569,9.47,1,1,969,284,0.8093,0.7249,0.956,1.3796,608.4645,0.9689,"2025-11-05",155.2879,173.6164,155.2879,124.0882,483.469,1.7687,-70,0,0.2015,0.8323,0,0.5654,233.2514,131.8772,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000007.tif",33,31,0,210,102.4111,194.135,"FE4AEFC0-9214-46D9-A23A-BDDE303723F7",1,730.2573,1.2002,56.2868,3833,0,0,0,0,35127,0.7526,"10:38:11","2025-11-05T10:38:11.636",0.1056,1960000,2740000,156.255,,,,"Yes","Copepod","Yes",,,0
25,"Nauplius",26754.6219,26754.6219,0.8191,9.47,1,1,366,640,0.6751,0.6531,0.8848,1.5311,744.2804,0.931,"2025-11-05",184.5672,216.4946,184.5672,83.3625,503.782,2.3919,-75,-30,0.3421,0.7451,0,0.4181,311.3808,130.1807,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000007.tif",38,37,972,539,112.9071,232.015,"B6491453-C3B1-4CE3-AF49-8894F4E2D14C",1,883.123,1.1865,53.8933,3994,0,0,0,0,51034,0.6184,"10:38:31","2025-11-05T10:38:31.938",0.1475,3290000,5310000,194.135,,,,"Yes","Copepod","Yes",,,0
26,"Nauplius",26172.3548,26172.3548,0.852,9.47,1,1,292,734,0.7835,0.8574,0.9537,1.1663,685.8004,1,"2025-11-05",182.5477,198.87,182.5477,76.7761,518.282,1,55,-65,0,1.1653,0,1,190.9839,190.9839,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000007.tif",37,35,1031,785,104.5721,222.545,"C6278D84-C01C-4C24-86DB-CDF1E00C0198",1,763.9354,1.1139,54.3542,4109,0,0,0,0,46430,0.64,"10:38:46","2025-11-05T10:38:46.440",0.0821,3190000,4120000,175.195,,,,"Yes","Copepod","Yes",,,0
27,"Nauplius",41557.9472,41557.9472,0.6657,9.47,1,1,311,1106,0.6147,0.7203,0.8677,1.3882,889.394,0.9969,"2025-11-05",230.0287,263.0558,230.0287,78.3333,556.985,1.8083,70,-30,0.0242,0.9764,0,0.553,324.9197,179.6821,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000007.tif",46,38,1077,1372,101.5837,317.245,"D7A75273-BE7F-4EB1-965D-20BE46B9508D",1,1009.2037,1.1347,59.5996,4416,0,0,0,0,66131,0.6779,"10:39:25","2025-11-05T10:39:25.151",0.1256,6370000,9530000,194.135,,,,"Yes","Copepod","Yes",,,0
28,"Nauplius",17817.1207,17817.1207,0.7814,9.47,1,1,978,737,0.7909,0.84,0.9529,1.1904,581.8264,1,"2025-11-05",150.6169,165.4617,150.6169,72.7833,583.344,1,-50,40,0,1.2296,0,1,165.5856,165.5856,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000008.tif",30,32,746,0,136.211,203.605,"C31052A4-2079-484D-A85C-77B0F2D83ECB",1,662.3422,1.1384,57.1397,4625,0,0,0,0,44541,0.7268,"10:39:51","2025-11-05T10:39:51.506",0.0897,1790000,2370000,137.315,,,,"Yes","Copepod","Yes",,,0
29,"Nauplius",19221.0478,19221.0478,0.8986,9.47,1,1,775,765,0.8516,0.8767,0.9764,1.1407,585.2877,1,"2025-11-05",156.4385,165.725,156.4385,79.6557,587.75,1,-75,50,0,1.106,0,1,166.9724,166.9724,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000008.tif",32,32,345,236,133.9798,184.665,"52459B23-9C48-4DA8-9034-30D00FE9D26A",1,667.8897,1.1411,56.7567,4660,0,0,0,0,46491,0.6942,"10:39:55","2025-11-05T10:39:55.920",0.056,2e+06,2380000,146.785,,,,"Yes","Copepod","Yes",,,0
1,"Cladocera",27192.1056,27192.1056,0.4378,9.47,1,1,799,13,0.442,0.6376,0.7145,1.5685,792.0954,0.9946,"2025-11-05",186.0701,233.5936,186.0701,137.759,95.469,2.5327,-85,0,0.0167,0.9836,0,0.3948,322.5363,127.3464,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000002.tif",47,28,963,253,70.5022,317.245,"150BBF6F-C28C-4A09-B1F9-C283DC459182",1,899.7655,1.1359,46.5988,756,0,0,0,0,32290,0.614,"10:31:43","2025-11-05T10:31:43.625",0.2034,3370000,6670000,127.845,,,,"No","Cladoceran","Yes",,,0
2,"Cladocera",41860.6872,41860.6872,0.5508,9.47,1,1,269,698,0.5329,0.6896,0.8173,1.4502,903.6454,0.9791,"2025-11-05",230.8651,269.1061,230.8651,88.1458,108.829,2.0737,5,-90,0.0683,0.9361,0,0.4822,349.0177,168.3037,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000002.tif",32,48,214,550,90.9359,326.715,"F871DCFB-5372-410A-ACF8-C4197529756E",1,1034.643,1.145,55.7869,862,0,0,0,0,59563,0.7082,"10:31:56","2025-11-05T10:31:56.993",0.1421,6440000,10200000,165.725,,,,"No","Cladoceran","Yes",,,0
3,"Cladocera",27703.3325,27703.3325,0.5562,9.47,1,1,426,1218,0.5806,0.7514,0.8262,1.3308,745.0665,1,"2025-11-05",187.811,217.81,187.811,80.8701,131.782,1.5252,70,0,0,1.1077,0,0.6557,252.1968,165.3535,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000002.tif",43,30,1002,990,112.4237,279.365,"F2FB185F-E27B-4BFA-BF3A-4151D2DD5989",1,835.1006,1.1208,63.252,1044,0,0,0,0,52277,0.6811,"10:32:19","2025-11-05T10:32:19.942",0.1377,3470000,5410000,146.785,,,,"No","Cladoceran","Yes",,,0
4,"Cladocera",23567.7957,23567.7957,0.554,9.47,1,1,559,1652,0.5915,0.77,0.8299,1.2986,687.0504,1,"2025-11-05",173.2266,199.1333,173.2266,162.5857,202.907,1.3252,75,0,0,1.1827,0,0.7546,220.2012,166.1654,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000003.tif",41,28,465,1027,79.5074,260.425,"04BDECFF-FED5-45A8-A68C-850C400A6E19",1,772.7331,1.1247,59.2679,1608,0,0,0,0,32439,0.7434,"10:33:31","2025-11-05T10:33:31.064",0.1301,2720000,4130000,127.845,,,,"No","Cladoceran","Yes",,,0
5,"Cladocera",18026.9647,18026.9647,0.4576,9.47,1,1,993,608,0.5164,0.6626,0.7376,1.5093,657.11,1,"2025-11-05",151.5013,189.1367,151.5013,106.7857,232.782,2.3083,-90,0,0.0036,0.9964,0,0.4332,261.3691,113.2295,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000003.tif",42,25,942,1784,121.3727,260.425,"5218606B-7712-4002-9057-970B9DB15D72",1,749.1973,1.1401,60.6194,1845,0,0,0,0,40053,0.7891,"10:34:00","2025-11-05T10:34:00.951",0.199,1820000,3540000,99.435,,,,"No","Cladoceran","Yes",,,0
6,"Cladocera",22705.686,22705.686,0.4976,9.47,1,1,726,1015,0.5578,0.7674,0.7927,1.3031,679.4687,1,"2025-11-05",170.0288,196.7658,170.0288,76.6056,274.391,1.3567,0,-90,0,1.1864,0,0.7371,219.5059,161.789,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000004.tif",26,42,1128,468,135.7879,260.425,"F514F837-3984-433E-9554-28BDC54DC897",1,762.5897,1.1223,56.3855,2175,0,0,0,0,53772,0.8333,"10:34:42","2025-11-05T10:34:42.562",0.1359,2570000,3990000,108.905,,,,"No","Cladoceran","Yes",,,0
7,"Cladocera",60757.926,60757.926,0.5856,9.47,1,1,642,1253,0.5784,0.7567,0.8622,1.3216,1028.1039,1,"2025-11-05",278.1356,309.0904,278.1356,83.8505,276.297,1.4731,5,-90,0,1.1117,0,0.6788,345.0094,234.2037,"20240603_Erie_WNS0309_2mm_Rep7_150umSizeFilter_000004.tif",37,54,542,596,95.2231,383.535,"AC12AF97-EB99-4AFC-AE15-FB04094CE3A0",1,1158.4263,1.1268,67.5891,2190,0,0,0,0,85796,0.8049,"10:34:44","2025-11-05T10:34:44.454",0.1001,11300000,15500000,213.075,,,,"No","Cladoceran","Yes",,,0
